m_id,m_gametext
11,"['An Encounter: Elvis and Adelle', '', '', '', '', '', '', '', '', '', '', '']"
12,"['Orsterran Travels: Edea and Agnès', '', '', '', '', '', '', '', '', '', '', '']"
13,"['The Unguided: Isla and the Adventurer', '', '', '', '', '', '', '', '', '', '', '']"
14,"['Reaching for the Sword: El and Charles', '', '', '', '', '', '', '', '', '', '', '']"
15,"[""The Heart's Power: Alaune and Richard"", '', '', '', '', '', '', '', '', '', '', '']"
16,"['Secrets of a Hunter', '', '', '', '', '', '', '', '', '', '', '']"
17,"['Of Mafia and Morals', '', '', '', '', '', '', '', '', '', '', '']"
18,"[""Donescu's Setting Sun"", '', '', '', '', '', '', '', '', '', '', '']"
19,"[""Kindness and Desire: Miza's Whereabouts"", '', '', '', '', '', '', '', '', '', '', '']"
20,"['Banquet of Heroes: Chompers and Travelers', '', '', '', '', '', '', '', '', '', '', '']"
21,"[""E's Journal"", '', '', '', '', '', '', '', '', '', '', '']"
103,"['Invite to the Tourney: Tikilen Cup', '', '', '', '', '', '', '', '', '', '', '']"
104,"['Invite to the Tourney: Glossom Cup', '', '', '', '', '', '', '', '', '', '', '']"
105,"['Invite to the Tourney: Varkyn Cup', '', '', '', '', '', '', '', '', '', '', '']"
106,"[""Invite to the Tourney: Ri'tu Cup"", '', '', '', '', '', '', '', '', '', '', '']"
107,"['Felling a Big Tree', '', '', '', '', '', '', '', '', '', '', '']"
108,"['My Tome is My Sword and Shield', '', '', '', '', '', '', '', '', '', '', '']"
109,"['The Unpopular Duo: Pierro and Tiziano', '', '', '', '', '', '', '', '', '', '', '']"
110,"['Bonfires of Battle', '', '', '', '', '', '', '', '', '', '', '']"
111,"['Seeker of Power', '', '', '', '', '', '', '', '', '', '', '']"
112,"['Light as Seen by a Fallen Playwright', '', '', '', '', '', '', '', '', '', '', '']"
113,"['Diary of a Man of the Sea', '', '', '', '', '', '', '', '', '', '', '']"
114,"['Scholar of Forbidden Knowledge', '', '', '', '', '', '', '', '', '', '', '']"
115,"['Oasis of Desire', '', '', '', '', '', '', '', '', '', '', '']"
116,"['Memories of the River Beans', '', '', '', '', '', '', '', '', '', '', '']"
117,"['The Tale of Prince Osasuna', '', '', '', '', '', '', '', '', '', '', '']"
118,"[""One Woman's Desire"", '', '', '', '', '', '', '', '', '', '', '']"
119,"['Valore Reborn', '', '', '', '', '', '', '', '', '', '', '']"
120,"['Molu the Scholar of Fortune', '', '', '', '', '', '', '', '', '', '', '']"
121,"[""A Reason to Build: Nephti's Past"", '', '', '', '', '', '', '', '', '', '', '']"
122,"['Bonfires of Battle II', '', '', '', '', '', '', '', '', '', '', '']"
123,"[""Keeping One's Word"", '', '', '', '', '', '', '', '', '', '', '']"
124,"['Valore Besieged: Act I - The End of Valore', '', '', '', '', '', '', '', '', '', '', '']"
125,"['Valore Besieged: Act II - A Terrible Rumor', '', '', '', '', '', '', '', '', '', '', '']"
126,"['Valore Besieged: Act III - A Peaceful Town', '', '', '', '', '', '', '', '', '', '', '']"
127,"['Valore Besieged: Act IV - Betrayal', '', '', '', '', '', '', '', '', '', '', '']"
128,"['Valore Besieged: Act V - Mastermind', '', '', '', '', '', '', '', '', '', '', '']"
129,"['Valore Besieged: Act VI - Harvest', '', '', '', '', '', '', '', '', '', '', '']"
130,"['Valore Besieged: Act VII - Settlement', '', '', '', '', '', '', '', '', '', '', '']"
131,"['Valore Besieged: Act VIII - The Bell Tolls', '', '', '', '', '', '', '', '', '', '', '']"
191,"['Invite to the Tourney: Gertrude Cup', '', '', '', '', '', '', '', '', '', '', '']"
192,"['Rematch: Swordmaster Tikilen', '', '', '', '', '', '', '', '', '', '', '']"
193,"['Rematch: Dashing Dance Duelist Glossom', '', '', '', '', '', '', '', '', '', '', '']"
194,"['Rematch: Brilliant Tactician Varkyn', '', '', '', '', '', '', '', '', '', '', '']"
195,"[""Rematch: Dualistic Dueler Ri'tu"", '', '', '', '', '', '', '', '', '', '', '']"
196,"['Rematch: Master Apothecary Gertrude', '', '', '', '', '', '', '', '', '', '', '']"
197,"['In Being Benevolent', '', '', '', '', '', '', '', '', '', '', '']"
198,"[""Rumor's Truth"", '', '', '', '', '', '', '', '', '', '', '']"
203,"['Hunter of Emberglow', '', '', '', '', '', '', '', '', '', '', '']"
204,"['Rematch: Master of Wealth (Beginner)', '', '', '', '', '', '', '', '', '', '', '']"
205,"['Rematch: Master of Wealth (Intermediate)', '', '', '', '', '', '', '', '', '', '', '']"
206,"['Rematch: Master of Wealth (Advanced)', '', '', '', '', '', '', '', '', '', '', '']"
207,"['Rematch: Master of Power (Beginner)', '', '', '', '', '', '', '', '', '', '', '']"
208,"['Rematch: Master of Power (Intermediate)', '', '', '', '', '', '', '', '', '', '', '']"
209,"['Rematch: Master of Power (Advanced)', '', '', '', '', '', '', '', '', '', '', '']"
210,"['Rematch: Master of Fame (Beginner)', '', '', '', '', '', '', '', '', '', '', '']"
211,"['Rematch: Master of Fame (Intermediate)', '', '', '', '', '', '', '', '', '', '', '']"
212,"['Rematch: Master of Fame (Advanced)', '', '', '', '', '', '', '', '', '', '', '']"
220,"['Comrades in Arms, Fighting for the Future', '', '', '', '', '', '', '', '', '', '', '']"
221,"['A Thief and an Escort', '', '', '', '', '', '', '', '', '', '', '']"
222,"['Rhythm and Smile', '', '', '', '', '', '', '', '', '', '', '']"
223,"['Let Your Sword do the Talking', '', '', '', '', '', '', '', '', '', '', '']"
224,"['Primrose, Desert Flower', '', '', '', '', '', '', '', '', '', '', '']"
226,"['Vessel to Victory: Act I - Prepare for Battle', '', '', '', '', '', '', '', '', '', '', '']"
227,"['Vessel to Victory: Act II - Signs of a Storm', '', '', '', '', '', '', '', '', '', '', '']"
228,"['Vessel to Victory: Act III - Nameless Town', '', '', '', '', '', '', '', '', '', '', '']"
229,"['Vessel to Victory: Act IV - Blueprints', '', '', '', '', '', '', '', '', '', '', '']"
230,"['Vessel to Victory: Act V - Taking Command', '', '', '', '', '', '', '', '', '', '', '']"
231,"['Vessel to Victory: Act VI - A Great Architect', '', '', '', '', '', '', '', '', '', '', '']"
232,"['Vessel to Victory: Act VII - Loyal Subject', '', '', '', '', '', '', '', '', '', '', '']"
233,"['Vessel to Victory: Act VIII - Launch', '', '', '', '', '', '', '', '', '', '', '']"
234,"['Kouren, Warrior of the East', '', '', '', '', '', '', '', '', '', '', '']"
267,"['Ambitious Tailor Cardona', '', '', '', '', '', '', '', '', '', '', '']"
268,"['Octuplet Adventure: Octopus Traveler, Part I', '', '', '', '', '', '', '', '', '', '', '']"
269,"['Octuplet Adventure: Octopus Traveler, Part II', '', '', '', '', '', '', '', '', '', '', '']"
270,"['Octuplet Adventure: Octopus Traveler, Part III', '', '', '', '', '', '', '', '', '', '', '']"
271,"['Octopus Traveler and Wave Wayfarer', '', '', '', '', '', '', '', '', '', '', '']"
272,"[""Mikhail's Play"", '', '', '', '', '', '', '', '', '', '', '']"
332,"['The Duty of the Living: Cedric and Cyrus', '', '', '', '', '', '', '', '', '', '', '']"
334,"['The Value of Gifts: Fabio and Primrose', '', '', '', '', '', '', '', '', '', '', '']"
336,"['Eastern Maiden Hasumi', '', '', '', '', '', '', '', '', '', '', '']"
337,"[""A Journey's Reason: Young Wayfarer and Shelby"", '', '', '', '', '', '', '', '', '', '', '']"
338,"['Their Dreams: Nephti, Evelyn, and Saria', '', '', '', '', '', '', '', '', '', '', '']"
339,"['Introduction to Ruin Restoration: Kota and Levan', '', '', '', '', '', '', '', '', '', '', '']"
340,"['Peerless Preferences: Glayne and Sofia', '', '', '', '', '', '', '', '', '', '', '']"
341,"[""Parua's Love Coach?"", '', '', '', '', '', '', '', '', '', '', '']"
343,"['To Live by the Sword: Tahir and Lionel', '', '', '', '', '', '', '', '', '', '', '']"
373,"['Theatre of Memories: Introduction', '', '', '', '', '', '', '', '', '', '', '']"
374,"['Theatre of Memories: Master of Wealth - Rehearsal', '', '', '', '', '', '', '', '', '', '', '']"
375,"['Theatre of Memories: Master of Wealth - Performance', '', '', '', '', '', '', '', '', '', '', '']"
376,"['Theatre of Memories: Master of Power - Rehearsal', '', '', '', '', '', '', '', '', '', '', '']"
377,"['Theatre of Memories: Master of Power - Performance', '', '', '', '', '', '', '', '', '', '', '']"
378,"['Theatre of Memories: Master of Wealth - Photo', '', '', '', '', '', '', '', '', '', '', '']"
379,"['Theatre of Memories: Master of Power - Photo', '', '', '', '', '', '', '', '', '', '', '']"
489,"['Therion, the Lone Wolf', '', '', '', '', '', '', '', '', '', '', '']"
10001,"['Closed Beta Photo Spot', '', '', '', '', '', '', '', '', '', '', '']"
10002,"['Omen of the Master of Power', '', '', '', '', '', '', '', '', '', '', '']"
10003,"['Omen of the Master of Fame', '', '', '', '', '', '', '', '', '', '', '']"
10004,"['Memory of the Master of All', '', '', '', '', '', '', '', '', '', '', '']"
10005,"['Memory of the Master of Wealth', '', '', '', '', '', '', '', '', '', '', '']"
10006,"['Memory of the Master of Power', '', '', '', '', '', '', '', '', '', '', '']"
10007,"['Memory of the Master of Fame', '', '', '', '', '', '', '', '', '', '', '']"
821,"['Commemorative Photo: 20 Million Downloads Worldwide!', '', '', '', '', '', '', '', '', '', '', '']"
10008,"['Winter Holiday Photo Spot', '', '', '', '', '', '', '', '', '', '', '']"
10009,"[""New Year's Photo Spot"", '', '', '', '', '', '', '', '', '', '', '']"
22,"['Complete ""Nameless Town: Seen in a Dream""', '', '', '', '', '', '', '', '', '', '', '']"
23,"['Complete ""Nameless Town: The First House""', '', '', '', '', '', '', '', '', '', '', '']"
24,"['Complete ""Nameless Town: A New Start""', '', '', '', '', '', '', '', '', '', '', '']"
25,"['Complete ""Nameless Town: The Selfish Artist""', '', '', '', '', '', '', '', '', '', '', '']"
26,"['Complete ""Nameless Town: The Wandering Blacksmith""', '', '', '', '', '', '', '', '', '', '', '']"
27,"['Complete ""Elvis: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
28,"['Complete ""Nameless Town: Seen in a Dream""', '', '', '', '', '', '', '', '', '', '', '']"
29,"['Complete ""Nameless Town: The Wandering Blacksmith""', '', '', '', '', '', '', '', '', '', '', '']"
99,"['Complete ""Elvis: Chapter 1""', '', '', '', '', '', '', '', '', '', '', '']"
30,"['Complete ""Elvis: Chapter 2""', '', '', '', '', '', '', '', '', '', '', '']"
31,"['Complete the Otherworld Hunt ""Mysterious Poison Frog of the Hall""', '', '', '', '', '', '', '', '', '', '', '']"
100,"['Elvis Class Level 4★', '', '', '', '', '', '', '', '', '', '', '']"
32,"['Defeat a specific NPC in the Hall of Heroes', '', '', '', '', '', '', '', '', '', '', '']"
33,"['Complete ""Master of All: Chapter 4""', '', '', '', '', '', '', '', '', '', '', '']"
34,"['Complete ""Master of All: Chapter 8""', '', '', '', '', '', '', '', '', '', '', '']"
35,"['Defeat the Tottering Old Man', '', '', '', '', '', '', '', '', '', '', '']"
36,"[""Defeat Victors Hollow's Arena Gatekeeper"", '', '', '', '', '', '', '', '', '', '', '']"
37,"[""Defeat Donescu's Roberta of Rapture"", '', '', '', '', '', '', '', '', '', '', '']"
38,"[""Defeat Cathedral of Tytos's Cathedral Guard Captain"", '', '', '', '', '', '', '', '', '', '', '']"
39,"['Complete ""Elvis: Chapter 3""', '', '', '', '', '', '', '', '', '', '', '']"
40,"[""Craft E's Journal at the smithy"", '', '', '', '', '', '', '', '', '', '', '']"
41,"[""Craft E's Journal II at the smithy"", '', '', '', '', '', '', '', '', '', '', '']"
42,"[""Craft E's Journal III at the smithy"", '', '', '', '', '', '', '', '', '', '', '']"
141,"['Defeat the Great Architect', '', '', '', '', '', '', '', '', '', '', '']"
142,"['Defeat the Master of Books', '', '', '', '', '', '', '', '', '', '', '']"
143,"['Complete ""Master of Wealth: Chapter 2""', '', '', '', '', '', '', '', '', '', '', '']"
144,"['Defeat the legendary Elite Enemy at Bonfires of Battle: Snow', '', '', '', '', '', '', '', '', '', '', '']"
145,"['Defeat the legendary Elite Enemy at Bonfires of Battle: Plains', '', '', '', '', '', '', '', '', '', '', '']"
146,"['Defeat the legendary Elite Enemy at Bonfires of Battle: Sea', '', '', '', '', '', '', '', '', '', '', '']"
147,"['Defeat the legendary Elite Enemy at Bonfires of Battle: Mountains', '', '', '', '', '', '', '', '', '', '', '']"
148,"['Defeat the legendary Elite Enemy at Bonfires of Battle: Desert', '', '', '', '', '', '', '', '', '', '', '']"
149,"['Defeat the legendary Elite Enemy at Bonfires of Battle: River', '', '', '', '', '', '', '', '', '', '', '']"
150,"['Defeat the legendary Elite Enemy at Bonfires of Battle: Cliffs', '', '', '', '', '', '', '', '', '', '', '']"
151,"['Defeat the legendary Elite Enemy at Bonfires of Battle: Forest', '', '', '', '', '', '', '', '', '', '', '']"
152,"['Complete ""Master of Wealth: Chapter 3""', '', '', '', '', '', '', '', '', '', '', '']"
153,"['Complete ""Nameless Town: The Selfish Artist""', '', '', '', '', '', '', '', '', '', '', '']"
154,"['Complete ""Nameless Town: The Wandering Blacksmith""', '', '', '', '', '', '', '', '', '', '', '']"
155,"['Defeat the legendary Elite Enemy at Bonfires of Battle II: River', '', '', '', '', '', '', '', '', '', '', '']"
156,"[""Defeat the second round opponent in the tourney's Ri'tu Cup"", '', '', '', '', '', '', '', '', '', '', '']"
157,"[""Defeat Lord Scarabe's bodyguard"", '', '', '', '', '', '', '', '', '', '', '']"
158,"['Ensure the safety of the Sufrataljah Sands (1)', '', '', '', '', '', '', '', '', '', '', '']"
159,"['Ensure the safety of the Sufrataljah Sands (2)', '', '', '', '', '', '', '', '', '', '', '']"
160,"['Obtain a vermiliweed blossom', '', '', '', '', '', '', '', '', '', '', '']"
161,"[""Search for Kavolo's hideout (1)"", '', '', '', '', '', '', '', '', '', '', '']"
162,"[""Search for Kavolo's hideout (2)"", '', '', '', '', '', '', '', '', '', '', '']"
199,"['Defeat the Reflective Grandma', '', '', '', '', '', '', '', '', '', '', '']"
200,"['Defeat the Energetic Old Woman', '', '', '', '', '', '', '', '', '', '', '']"
216,"['Complete ""Bestower of Power: Chapter 1""', '', '', '', '', '', '', '', '', '', '', '']"
218,"['Complete ""Master of Power: Chapter 3""', '', '', '', '', '', '', '', '', '', '', '']"
237,"['Defeat the Powerful Pauper', '', '', '', '', '', '', '', '', '', '', '']"
238,"['Defeat the ""Sandcat"" Dancer', '', '', '', '', '', '', '', '', '', '', '']"
239,"['Defeat the Former Warrior', '', '', '', '', '', '', '', '', '', '', '']"
240,"['Complete ""Master of All: Chapter 7""', '', '', '', '', '', '', '', '', '', '', '']"
245,"[""Face off against Grandport's guard"", '', '', '', '', '', '', '', '', '', '', '']"
246,"['Defeat monsters around Grandport (1)', '', '', '', '', '', '', '', '', '', '', '']"
247,"['Raise funds with your allies', '', '', '', '', '', '', '', '', '', '', '']"
248,"[""Befriend Valore's Great Architect"", '', '', '', '', '', '', '', '', '', '', '']"
249,"['Gather seafaring equipment (1)', '', '', '', '', '', '', '', '', '', '', '']"
261,"['Defeat monsters around Grandport (2)', '', '', '', '', '', '', '', '', '', '', '']"
262,"['Gather seafaring equipment (2)', '', '', '', '', '', '', '', '', '', '', '']"
263,"['Gather seafaring equipment (3)', '', '', '', '', '', '', '', '', '', '', '']"
294,"[""Inquire with Atlasdam's Once-famous Actress"", '', '', '', '', '', '', '', '', '', '', '']"
312,"['Investigate the disappearances (1)', '', '', '', '', '', '', '', '', '', '', '']"
313,"['Investigate the disappearances (2)', '', '', '', '', '', '', '', '', '', '', '']"
314,"['Pursue the suspicious men', '', '', '', '', '', '', '', '', '', '', '']"
315,"['Gather information in Atlasdam (1)', '', '', '', '', '', '', '', '', '', '', '']"
316,"['Gather information in Atlasdam (2)', '', '', '', '', '', '', '', '', '', '', '']"
317,"['Follow Father Taigan', '', '', '', '', '', '', '', '', '', '', '']"
318,"[""Raise the traveling band's influence"", '', '', '', '', '', '', '', '', '', '', '']"
344,"['Complete ""Yugo: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
346,"['Complete ""Cedric: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
347,"['Complete ""Cyrus: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
348,"['Complete ""Kenneth: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
349,"['Complete ""Tressa: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
350,"['Complete ""Fabio: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
351,"['Complete ""Primrose: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
360,"['Complete ""Nameless Town: A Nutty Dream""', '', '', '', '', '', '', '', '', '', '', '']"
361,"['Complete ""Nameless Town: Alpaca Paradise""', '', '', '', '', '', '', '', '', '', '', '']"
363,"['Complete ""Final Chapter: The Rings Sealed Away""', '', '', '', '', '', '', '', '', '', '', '']"
395,"['Read ""Theatre of Memories: Introduction""', '', '', '', '', '', '', '', '', '', '', '']"
396,"['Complete ""Master of Wealth: Chapter 1""', '', '', '', '', '', '', '', '', '', '', '']"
397,"['Complete ""Master of Power: Chapter 1""', '', '', '', '', '', '', '', '', '', '', '']"
426,"['Complete ""Master of Fame: Chapter 1""', '', '', '', '', '', '', '', '', '', '', '']"
440,"['Proceed through the Golden Palace (1)', '', '', '', '', '', '', '', '', '', '', '']"
441,"['Proceed through the Golden Palace (2)', '', '', '', '', '', '', '', '', '', '', '']"
442,"['Proceed through the Golden Palace (3)', '', '', '', '', '', '', '', '', '', '', '']"
443,"['Complete ""Narr: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
444,"['Complete ""Devin: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
445,"['Complete ""Lucetta: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
446,"['Complete ""Sunny: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
447,"['Complete ""Vivian: Prologue""', '', '', '', '', '', '', '', '', '', '', '']"
43,"['Complete the side story ""Nameless Town: Seen in a Dream.""', '', '', '', '', '', '', '', '', '', '', '']"
44,"['Complete the side story ""Nameless Town: The First House.""', '', '', '', '', '', '', '', '', '', '', '']"
45,"['Complete the side story ""Nameless Town: A New Start.""', '', '', '', '', '', '', '', '', '', '', '']"
46,"['Complete the side story ""Nameless Town: The Selfish Artist.""', '', '', '', '', '', '', '', '', '', '', '']"
47,"['Complete the side story ""Nameless Town: The Wandering Blacksmith.""', '', '', '', '', '', '', '', '', '', '', '']"
48,"['Complete the traveler story ""Elvis: Prologue.""', '', '', '', '', '', '', '', '', '', '', '']"
49,"['Complete the side story ""Nameless Town: Seen in a Dream.""', '', '', '', '', '', '', '', '', '', '', '']"
50,"['Complete the side story ""Nameless Town: The Wandering Blacksmith.""', '', '', '', '', '', '', '', '', '', '', '']"
101,"['Complete the traveler story ""Elvis: Chapter 1.""', '', '', '', '', '', '', '', '', '', '', '']"
51,"['Complete the traveler story ""Elvis: Chapter 2.""', '', '', '', '', '', '', '', '', '', '', '']"
52,"['Complete the Otherworld Hunt ""Mysterious Poison Frog of the Hall.""', '', '', '', '', '', '', '', '', '', '', '']"
102,"[""Gather Hero Seals and Hero Magic Seals from treasure chests, the Exchange, feats, Memoirs, and more, then use them to raise Elvis's class to 4★."", '', '', '', '', '', '', '', '', '', '', '']"
53,"['Use a Path Action to defeat a specific NPC on the third floor of the Hall of Heroes.', '', '', '', '', '', '', '', '', '', '', '']"
54,"['Complete the main story ""Master of All: Chapter 4.""', '', '', '', '', '', '', '', '', '', '', '']"
55,"['Complete the main story ""Master of All: Chapter 8.""', '', '', '', '', '', '', '', '', '', '', '']"
56,"['Defeat the veteran hero known as the Tottering Old Man. He might be in Emberglow.', '', '', '', '', '', '', '', '', '', '', '']"
57,"['Use a Path Action to defeat the Arena Gatekeeper in Victors Hollow.', '', '', '', '', '', '', '', '', '', '', '']"
58,"['Use a Path Action to defeat Roberta of Rapture in Donescu.', '', '', '', '', '', '', '', '', '', '', '']"
59,"['Use a Path Action to defeat the Cathedral Guard Captain in the Cathedral of Tytos.', '', '', '', '', '', '', '', '', '', '', '']"
60,"['Complete the traveler story ""Elvis: Chapter 3.""', '', '', '', '', '', '', '', '', '', '', '']"
61,"[""Obtain Hero Scraps (Tome) and deliver it to the smithy in the Nameless Town, then gather the necessary materials to craft E's Journal."", '', '', '', '', '', '', '', '', '', '', '']"
62,"[""Craft E's Journal at the smithy in the Nameless Town, then gather the necessary materials to craft E's Journal II."", '', '', '', '', '', '', '', '', '', '', '']"
63,"[""Craft E's Journal II at the smithy in the Nameless Town, then gather the necessary materials to craft E's Journal III."", '', '', '', '', '', '', '', '', '', '', '']"
163,"['Defeat the veteran hero known as the Great Architect. He might be in Valore.', '', '', '', '', '', '', '', '', '', '', '']"
164,"['Defeat the veteran hero known as the Master of Books. He might be in Theatropolis.', '', '', '', '', '', '', '', '', '', '', '']"
165,"['Complete the main story ""Master of Wealth: Chapter 2.""', '', '', '', '', '', '', '', '', '', '', '']"
166,"['Defeat a greater dreadwolf at Bonfires of Battle: Snow.', '', '', '', '', '', '', '', '', '', '', '']"
167,"['Defeat an admiral at Bonfires of Battle: Plains.', '', '', '', '', '', '', '', '', '', '', '']"
168,"['Defeat an abysmal one at Bonfires of Battle: Sea.', '', '', '', '', '', '', '', '', '', '', '']"
169,"['Defeat a mighty mánagarmr at Bonfires of Battle: Mountains.', '', '', '', '', '', '', '', '', '', '', '']"
170,"['Defeat a ruler of the sands at Bonfires of Battle: Desert.', '', '', '', '', '', '', '', '', '', '', '']"
171,"['Defeat a great gigantes at Bonfires of Battle: River.', '', '', '', '', '', '', '', '', '', '', '']"
172,"['Defeat a skywing at Bonfires of Battle: Cliffs.', '', '', '', '', '', '', '', '', '', '', '']"
173,"['Defeat a flesh-eating plant at Bonfires of Battle: Forest.', '', '', '', '', '', '', '', '', '', '', '']"
174,"['Complete the main story ""Master of Wealth: Chapter 3.""', '', '', '', '', '', '', '', '', '', '', '']"
175,"['Complete the side story ""Nameless Town: The Selfish Artist.""', '', '', '', '', '', '', '', '', '', '', '']"
176,"['Complete the side story ""Nameless Town: The Wandering Blacksmith.""', '', '', '', '', '', '', '', '', '', '', '']"
177,"['Defeat a spotted viper at Bonfires of Battle II: River.', '', '', '', '', '', '', '', '', '', '', '']"
178,"[""Defeat Padiwes the Fallen in the second round of the tourney's Ri'tu Cup."", '', '', '', '', '', '', '', '', '', '', '']"
179,"[""Find Lord Scarabe's Bodyguard in Sufrataljah and use a Path Action to raise their amity to level 2."", '', '', '', '', '', '', '', '', '', '', '']"
180,"['Defeat a mighty assassin bug (silversand) in the Sufrataljah Sands.', '', '', '', '', '', '', '', '', '', '', '']"
181,"['Defeat a menacing silversand lizardking I in the Sufrataljah Sands.', '', '', '', '', '', '', '', '', '', '', '']"
182,"['Obtain a vermiliweed blossom in Valore.', '', '', '', '', '', '', '', '', '', '', '']"
183,"['Defeat a menacing silversand winged serpent in the Whitesand Cave near Sufrataljah.', '', '', '', '', '', '', '', '', '', '', '']"
184,"[""Defeat a menacing icky slug in the Great Tree's Tears near Victors Hollow."", '', '', '', '', '', '', '', '', '', '', '']"
201,"['Defeat the veteran hero known as the Reflective Grandma. She might be in Clearbrook.', '', '', '', '', '', '', '', '', '', '', '']"
202,"['Defeat the veteran hero known as the Energetic Old Woman. She might be in Rippletide.', '', '', '', '', '', '', '', '', '', '', '']"
215,"['Complete the main story ""Master of Power: Chapter 3.""', '', '', '', '', '', '', '', '', '', '', '']"
217,"['Complete the main story ""Bestower of Power: Chapter 1.""', '', '', '', '', '', '', '', '', '', '', '']"
241,"['Defeat the veteran hero known as the Powerful Pauper. He might be in Cragspear.', '', '', '', '', '', '', '', '', '', '', '']"
242,"['Defeat the veteran hero known as the ""Sandcat"" Dancer. She might be in Sunshade.', '', '', '', '', '', '', '', '', '', '', '']"
243,"['Defeat the veteran hero known as the Former Warrior. She might be in Shepherds Rock.', '', '', '', '', '', '', '', '', '', '', '']"
244,"['Complete the main story ""Master of All: Chapter 7.""', '', '', '', '', '', '', '', '', '', '', '']"
250,"['Find the Fierce-looking Guard in Grandport and use a Path Action to raise their amity to level 2.', '', '', '', '', '', '', '', '', '', '', '']"
251,"['Defeat 1 menacing stormy sea birdking I on the Grandport Coast.', '', '', '', '', '', '', '', '', '', '', '']"
252,"['Raise your wealth influence to Rank 25.', '', '', '', '', '', '', '', '', '', '', '']"
253,"['Use a Path Action to befriend the Great Architect in Valore.', '', '', '', '', '', '', '', '', '', '', '']"
254,"['Obtain a compass from the Passionate Peddler in Grandport.', '', '', '', '', '', '', '', '', '', '', '']"
264,"['Defeat 1 menacing ettin boa in the Sea Cavern.', '', '', '', '', '', '', '', '', '', '', '']"
265,"['Obtain a sextant from the Harbor Black Market Merchant in Grandport.', '', '', '', '', '', '', '', '', '', '', '']"
266,"['Obtain a nautical table from the Eastbound Adventurer in Grandport.', '', '', '', '', '', '', '', '', '', '', '']"
295,"['Inquire with the Once-famous Actress in Atlasdam.', '', '', '', '', '', '', '', '', '', '', '']"
319,"['Inquire Further with the Soliciting Woman in Flamesgrace.', '', '', '', '', '', '', '', '', '', '', '']"
320,"['Use a Path Action to befriend the Proud Knight Ardante in Flamesgrace.', '', '', '', '', '', '', '', '', '', '', '']"
321,"['Defeat 1 menacing reptalios in the Cave of Laments.', '', '', '', '', '', '', '', '', '', '', '']"
322,"['Use a Path Action to defeat the Diligent Guard in Atlasdam.', '', '', '', '', '', '', '', '', '', '', '']"
323,"['Obtain testimony from Zinef the Divine Scholar in Atlasdam.', '', '', '', '', '', '', '', '', '', '', '']"
324,"['Defeat 1 menacing ettin serpent in the Fort Wold Ruins.', '', '', '', '', '', '', '', '', '', '', '']"
325,"['Raise your fame influence to Rank 26.', '', '', '', '', '', '', '', '', '', '', '']"
