m_id,m_gametext
29513,"['Sociologist conducting field research with the goal of\neliminating the wealth gap.\n\nThough sincere and diligent, he can suffer from\nexcessive zeal that leads him astray.', '', '', '', '', '', '', '', '', '', '', '']"
29514,"[""Aged scholar who quests tirelessly across Orsterra\nin search of ancient ruins.\n\nThis inveterate adventurer's vigor belies his venerable\nyears as he roams from ruin to ruin."", '', '', '', '', '', '', '', '', '', '', '']"
29515,"['Scholar on a voyage of discovery she hopes will teach\nher enough to join the Archaeological Society.\n\nWith her prodigious passion for the past, expectations\nare high for her career at the Royal Academy.', '', '', '', '', '', '', '', '', '', '', '']"
29516,"['Hunter who specializes in monsters.\n\nDescended from a tribe of monster tamers, he is\npreternaturally sensitive to the presence of monsters.', '', '', '', '', '', '', '', '', '', '', '']"
29517,"['Female warrior who earns her crust as a bodyguard\nand monster exterminator.\n\nHer stoic, valiant demeanor evaporates when the\ntopic turns to cooking, about which she is enthusiastic\nand loquacious. Her dream is to open her own restaurant.', '', '', '', '', '', '', '', '', '', '', '']"
29518,"['Male warrior in a distinctive red turban. Grandson\nof the Crimson Blade.\n\nFrank and open-hearted, he cannot walk past\nsomeone in need.', '', '', '', '', '', '', '', '', '', '', '']"
29519,"['Female warrior with exceptional mastery of the blade.\n\nA disciple of Gundahar, the blademaster, she is on a\njourney of cultivation to become worthy of her lineage.', '', '', '', '', '', '', '', '', '', '', '']"
29520,"['Deacon spreading the teachings of the Sacred Flame\nin Clearbrook with her friend Jessica.\n\nShe works tirelessly for the village and its people,\nfueled by an inborn eager stick-to-itiveness.', '', '', '', '', '', '', '', '', '', '', '']"
29521,"['Hunter who specializes in monsters with bounties\non them.\n\nRight now he is on the trail of the monster with\nthe greatest bounty of all: the One-eyed Wolf.\nHe is surprisingly family-minded.', '', '', '', '', '', '', '', '', '', '', '']"
29522,"['Male member of the Knights Ardante.\n\nThough still a novice, he is dedicated to his duties\nand throws himself into the most arduous missions\nwith unfailing determination.', '', '', '', '', '', '', '', '', '', '', '']"
29523,"['Woman who was formerly one of the Silver Arrows,\na legendary band of hunters.\n\nThough curt and gruff in word and deed, she has\na kind heart. Her zeal for self-improvement is driven\nby the desire to protect others.', '', '', '', '', '', '', '', '', '', '', '']"
29524,"[""Hunter traveling with her two children, Connor and Marie.\n\nShe is a single mother whose hunting is the family's\nsource of income."", '', '', '', '', '', '', '', '', '', '', '']"
29525,"['Thief who keeps her expression completely hidden\nbehind a mask.\n\nShe is exquisitely unfriendly, but does first-rate work.', '', '', '', '', '', '', '', '', '', '', '']"
29526,"['Member of the Rock Firm, handling distribution\nin Cragspear.\n\nA born leader trusted implicitly by her subordinates,\nshe is currently traveling to learn more about the\nworld on the recommendation of her own boss.', '', '', '', '', '', '', '', '', '', '', '']"
29527,"['Head of the Lamas Company in Sunshade.\n\nSince the death of her father, the previous company\nhead, she has kept things running with the support\nof her employees despite her tender years.', '', '', '', '', '', '', '', '', '', '', '']"
29528,"['Newly minted merchant with nothing but the coat\non his back who dreams of making it big.\n\nMany are drawn to his hearty, unfailingly confident manner.', '', '', '', '', '', '', '', '', '', '', '']"
29529,"[""Cleric who roams the continent's ports,\nblessing ships and praying for safety at sea.\n\nTheir prayers draw on a wealth of marine knowledge,\nbut they are often mistaken for a child due to their\nappearance and way of speaking."", '', '', '', '', '', '', '', '', '', '', '']"
29530,"['Priest thought to have a bright future ahead of him\nin the now-fallen Kingdom of Hornburg.\n\nNow, robbed of his home by the ravages of war,\nhe innocently roams the land.', '', '', '', '', '', '', '', '', '', '', '']"
29531,"['Up-and-coming historian at the Royal Academy\nof Atlasdam.\n\nHer research is driven by misapprehensions so\nsevere they verge on total fantasy.', '', '', '', '', '', '', '', '', '', '', '']"
29532,"['Girl who grew up in an orphanage managed\nby the church.\n\nAlways bright and cheerful, she is traveling to\nraise funds for her orphanage, which has run\ninto budgetary difficulties.', '', '', '', '', '', '', '', '', '', '', '']"
29533,"['Scioness of local nobility who has fallen on hard times.\nConscious of her noblesse oblige, she strives to work\nfor her people.\n\nShe is traveling to gain the knowledge and procure\nthe capital to open a big medicinal herb garden.', '', '', '', '', '', '', '', '', '', '', '']"
29534,"['Apothecary traveling to share knowledge of how\nto treat Grace Fever, a communicable disease.\n\nHe struggles constantly to dispel the haze of popular\nsuperstition around medical treatment.', '', '', '', '', '', '', '', '', '', '', '']"
29535,"['Hard-working, conscientious woman traveling\nthe continent to hone her skills as an apothecary.\n\nHer beauty attracts many male admirers, and she\nis often caught up in squabbles between them.', '', '', '', '', '', '', '', '', '', '', '']"
29536,"['Novice apothecary still learning the ropes.\n\nThough unfailingly serious and devoted to her\nstudies, she is often led into serious error by poor\nassumptions. Even so, she never loses heart.', '', '', '', '', '', '', '', '', '', '', '']"
29537,"['Up-and-coming dancer who performs in taverns\non his travels.\n\nHis preening narcissism puts potential patrons off,\nbut his skill as a dancer is genuine.', '', '', '', '', '', '', '', '', '', '', '']"
29538,"['Dancer with striking blue hair.\n\nShe used to be a star in Sunshade, but, for some\nreason, seldom takes the stage anymore.', '', '', '', '', '', '', '', '', '', '', '']"
29539,"['Female dancer who has wandered from town\nto town to town.\n\nThough oddly conversant with the affairs\nof the nobility, she artfully deflects all questions\nabout why this should be.', '', '', '', '', '', '', '', '', '', '', '']"
29540,"['Girl who dreams of being the greatest dancer\non the continent.\n\nPure-hearted and gentle, she cannot ignore\nsomeone in distress, which has won her many fans.', '', '', '', '', '', '', '', '', '', '', '']"
29541,"['Scholar and second brother of a set of octuplets.\n\nThough somewhat timid, he is diligent and serious\nabout putting in the work to be a great academic.', '', '', '', '', '', '', '', '', '', '', '']"
29542,"['Female scholar and graduate of the\nRoyal Academy of Atlasdam.\n\nShe majored in ancient history at the Academy,\nwhere her dogged persistence as a researcher\nwas noted with approval.', '', '', '', '', '', '', '', '', '', '', '']"
29543,"['Scholar from the distant Red Valley making\na ceremonial journey to mark his entry to adulthood.\n\n...In theory. At present, he is so fascinated by\nmarine life that his original objectives have\nlong since fallen by the wayside.', '', '', '', '', '', '', '', '', '', '', '']"
29544,"['Warrior and eldest sister of a set of octuplets.\n\nShe tends to take anyone she meets under her\nwing, perhaps due to having led the family as the\noldest sibling.', '', '', '', '', '', '', '', '', '', '', '']"
29545,"['Woman warrior who wanders the world with\nbook in hand.\n\nAn incorrigible bookworm, she longs one day\nto have an exciting adventure like the heroine\nof a novel.', '', '', '', '', '', '', '', '', '', '', '']"
29546,"['Warrior from the distant Red Valley making\na ceremonial journey to mark his entry to adulthood.\n\nBlessed with a mellow, laid-back personality,\nhe loves sleeping and eating above all else.', '', '', '', '', '', '', '', '', '', '', '']"
29547,"['Hunter and third sister of a set of octuplets.\n\nA notorious crybaby, she is constantly weeping\nfrom either joy or sadness.', '', '', '', '', '', '', '', '', '', '', '']"
29548,"['Cheerful, lively female hunter.\n\nShe cares for her family back home very much,\nand is searching for a fine husband to make\nthem happy.', '', '', '', '', '', '', '', '', '', '', '']"
29549,"['Hunter from the distant Red Valley making\na ceremonial journey to mark his entry to adulthood.\n\nHe often makes mistakes after getting carried away,\nbut never lets this stop him from trying again.', '', '', '', '', '', '', '', '', '', '', '']"
29550,"['Merchant and second sister of a set of octuplets.\n\nShe is so used to putting up a tough front in\nbusiness that she finds it hard to open up.', '', '', '', '', '', '', '', '', '', '', '']"
29551,"['Merchant ever gazing at the sky and sea.\n\nUnhurried by nature, she hates to rush anything.\nShe has confidence in her powers of observation\nand memory and puts them to good use professionally.', '', '', '', '', '', '', '', '', '', '', '']"
29552,"['Merchant from the distant Red Valley making\na ceremonial journey to mark his entry to adulthood.\n\nHe is plagued by timidity and anxiety he hopes\nto one day overcome.', '', '', '', '', '', '', '', '', '', '', '']"
29553,"['Cleric and eldest brother in a set of octuplets.\n\nA lazy fellow who likes to let the gods take the reins.\nHowever, he is charming and affectionate enough\nto win over the people of the church.', '', '', '', '', '', '', '', '', '', '', '']"
29554,"['Itinerant cleric of the Sacred Flame.\n\nShe can be abrupt and abrasive, but when she loves\nsomething, she really loves it.', '', '', '', '', '', '', '', '', '', '', '']"
29555,"['Cleric from the distant Red Valley making a\nceremonial journey to mark his entry to adulthood.\n\nHe is a model man of the cloth who cannot ignore\na cry for help.', '', '', '', '', '', '', '', '', '', '', '']"
29556,"['Thief and third brother of a set of octuplets.\n\nHe visits the tavern daily in search of tips for\nbecoming the dashing folk hero he longs to be.', '', '', '', '', '', '', '', '', '', '', '']"
29557,"['Female thief of considerable skill.\n\nDespite her tender years, she has pulled off many\na heist, but is quite naïve when it comes to anything\nother than thievery.', '', '', '', '', '', '', '', '', '', '', '']"
29558,"['Thief from the distant Red Valley making a\nceremonial journey to mark his entry to adulthood.\n\nHe aims for perfection in all things, but his skills\ndo not match his overweening self-confidence.', '', '', '', '', '', '', '', '', '', '', '']"
29559,"['Apothecary and youngest sister of a set of octuplets.\n\nStubborn and hard-working, she is so determined\nto do everything herself that she tends to instinctively\nreject offers of assistance.', '', '', '', '', '', '', '', '', '', '', '']"
29560,"['Traveling female apothecary.\n\nDeeply versed in mountain lore, she has a sharp eye\nfor everything from edible nuts to medicinal herbs.', '', '', '', '', '', '', '', '', '', '', '']"
29561,"['Apothecary from the distant Red Valley making\na ceremonial journey to mark his entry to adulthood.\n\nImpatient and prone to trip himself up, he is also\nquick to get back on his feet and set out running again.', '', '', '', '', '', '', '', '', '', '', '']"
29562,"['Dancer and youngest brother of a set of octuplets.\n\nHe longs to be a cool, stylish dancer, but is too cute\nto pull the look off. This vexes him greatly.', '', '', '', '', '', '', '', '', '', '', '']"
29563,"['Itinerant dancer who has her sights set on being\nthe best on the continent.\n\nHer bewitching moves have won over more than\na few fervent fans.', '', '', '', '', '', '', '', '', '', '', '']"
29564,"['Dancer from the distant Red Valley making a\nceremonial journey to mark his entry to adulthood.\n\nHe is fascinated by the local dances in every\nregion he visits.', '', '', '', '', '', '', '', '', '', '', '']"
29566,"['A traveling swordsman seeking an adventure\nfit for a knight.\n\nPure of heart and trusting to a fault, he is proud\nof his knightly status and faces every challenge\nthat comes his way with faith and sincerity.', '', '', '', '', '', '', '', '', '', '', '']"
29567,"['A cleric who preaches the wonders of having\nfaith in others.\n\nShe tends to make one blunder after another\nin her haste, but seems to have no intention\nof slowing down.', '', '', '', '', '', '', '', '', '', '', '']"
29568,"['A dancer living in Sunshade. Her footwork is as\nflawless as her beauty, bewitching many.\n\nThough a member of a powerful noble family,\nshe has come to the tavern with certain goals in mind.', '', '', '', '', '', '', '', '', '', '', '']"
29570,"['As the only child of the Colziones, this girl\ncan usually be found helping out at the\nColzione Family Provisioners.\n\nHer gift for seeing the hidden value in merchandise\nhas impressed those around her.', '', '', '', '', '', '', '', '', '', '', '']"
29571,"['A young man working as an apothecary in\nthe town of Clearbrook.\n\nA traveling apothecary saved his life when he\nwas young, and now he aspires to be just like him—\nroaming the continent and helping all in need.', '', '', '', '', '', '', '', '', '', '', '']"
29572,"['One of the last remaining members of a tribe\nof hunters who live in harmony with the beasts\nof the Darkwood.\n\nThough still in training, she has formidable innate\ntalent. Her hunting companion is a snow leopard\nnamed Linde.', '', '', '', '', '', '', '', '', '', '', '']"
29573,"['A scholar working at the Royal Academy of\nAtlasdam.\n\nWith an endless thirst for knowledge, he works\ntirelessly as a professor to enlighten as many\npupils as he can. He is a popular lecturer, not\nonly because his lessons are easy to understand,\nbut also because of his comely appearance.', '', '', '', '', '', '', '', '', '', '', '']"
29575,"['A solitary thief whose origins and motivations\nare shrouded in mystery.\n\nAs a master of disguise and infiltration, seemingly\nable to appear at will wherever he pleases, he\nstrikes terror into the highborn and wealthy.', '', '', '', '', '', '', '', '', '', '', '']"
29580,"['A hunter who travels with his\nfaithful direwolf companion, Hägen.\n\nThough he seems like a playful man on the surface,\nhis hunting skills are second to none, and his\nunprecedented feat of slaying a dragon is touted\nas legend throughout the land.', '', '', '', '', '', '', '', '', '', '', '']"
29581,"['A member of the distinguished House Shermot.\nHer refinement is audible in her speech.\n\nShe appears docile and reserved, but acts with\na determination and follow-through that puts\nadults to shame.', '', '', '', '', '', '', '', '', '', '', '']"
29582,"['A compassionate cleric who wishes to help those\nsuffering in solitude open their hearts again.\n\nShe is the daughter of Archbishop Josef and\nstrives to make him proud by being the best\ncleric she can be.', '', '', '', '', '', '', '', '', '', '', '']"
29583,"['Butler to House Ravus, one of the most powerful\nlanded families in Bolderfall.\n\nHis current travels through Orsterra are\non the orders of his mistress, Cordelia.', '', '', '', '', '', '', '', '', '', '', '']"
29584,"['An itinerant apothecary who roams Orsterra\nhealing the sick.\n\nShe is driven by the need to save as many\nunwell people as she can, which may be why\nher face is always the picture of seriousness.', '', '', '', '', '', '', '', '', '', '', '']"
29586,"['A traveling harlequin bringing smiles to all\nhe meets.\n\nHis popular street performances are well known\nfor being extremely entertaining, and he will gladly\ngo to any lengths to make his audience smile.', '', '', '', '', '', '', '', '', '', '', '']"
29588,"['A scholar with an acute curiosity in caits.\n\nThe self-proclaimed authority on caitology,\nshe has made numerous attempts to capture\nthe cunning creatures, only to be eluded every\ntime. Regardless, her enthusiasm and expertise\nare genuine.', '', '', '', '', '', '', '', '', '', '', '']"
29589,"['A brilliant military commander, hailed as a prodigy\nfrom a young age and all but unbeatable on\nthe battlefield.\n\nSupremely self-confident, he dismisses most others\nas dullards and fools, but readily acknowledges\nthose who have strengths he lacks.', '', '', '', '', '', '', '', '', '', '', '']"
29597,"[""Master of the double dagger Bladed Wings\ntechnique passed down in the west.\n\nWith skills sharpened to a razor's edge by her\nmaster's teachings, she uses her daggers to\nstrike down any who stand against her."", '', '', '', '', '', '', '', '', '', '', '']"
29599,"['Daughter of Woodward, former captain\nof the Knights Ardante.\n\nComrades in arms and novices alike admire her\nkeen sense of duty and caring nature. She cannot\nvisit an area without striving to resolve its problems.', '', '', '', '', '', '', '', '', '', '', '']"
29603,"['A scholar who was formerly a resident at the\nRoyal Academy.\n\nDapper and dependable by nature, she left\nthe academy out of disgust at its internal power\nstruggles. She has roamed Orsterra since then,\ncontinuing her research.', '', '', '', '', '', '', '', '', '', '', '']"
29605,"['A cleric with a devoted following among the\npeople of Donescu.\n\nHis words may have a barely concealed venomous\nedge, and his ways may be utterly unbefitting\nof a man of the cloth, but something draws people\nto him nonetheless.', '', '', '', '', '', '', '', '', '', '', '']"
29607,"['A tailor who prizes originality.\n\nThough often treated like a joke due to her\nbizarre wares, this is the result of her determination\nto make clothing no one else can. Her talent is the\nreal thing.', '', '', '', '', '', '', '', '', '', '', '']"
29612,"[""A thief in pursuit of the Red Hat's legends.\n\nWhile some may find themselves annoyed with\nher whimsical ways, others are inspired by her\nunshakable convictions."", '', '', '', '', '', '', '', '', '', '', '']"
29613,"['A mercenary who wanders from war zone to\nwar zone across the world.\n\nBrisk, confident, and deadly with a sword,\nshe has racked up many a victory in the arena.', '', '', '', '', '', '', '', '', '', '', '']"
29622,"[""A hunter-for-hire who has served many masters.\n\nHe isn't afraid to get his hands dirty to get the\njob done. Despite being feared in the underworld,\nhowever, he is surprisingly well-liked by children."", '', '', '', '', '', '', '', '', '', '', '']"
29630,"['This dancer seeks beauty to thrill the heart.\n\nPeople call him the Dashing Dance Duelist.\nHe may seem flippant and mercurial, but in fact\nhis every deed is rooted in deeply held beliefs.', '', '', '', '', '', '', '', '', '', '', '']"
29631,"['Also known as the battle-hardened\napothecary, she has both a sisterly\ndisposition and a chivalrous spirit.\n\nAfter being saved by a devoted apothecary\nin her youth, she decided to dedicate her life\nto walking the same path—that of a healer.', '', '', '', '', '', '', '', '', '', '', '']"
29632,"[""A priestess visiting Orsterra from a country\nfar to the east.\n\nThis young maiden's mystical, almost otherworldly\nexterior belies a core of iron and a courageous,\ngenerous spirit that little can faze."", '', '', '', '', '', '', '', '', '', '', '']"
29633,"['An outlander swordsman who came from a\ndistant eastern country as bodyguard to a priestess.\n\nThough serious to a fault, his blade-handling is\nfirst-class. Many call him the strongest of his tribe.', '', '', '', '', '', '', '', '', '', '', '']"
29684,"['A swordslinging young girl from another world.\n\nHer innate sense of justice and swift swordwork\nhave gotten her and her companions out of many\nscrapes. If she has a weakness, it is her fondness\nfor fine food.', '', '', '', '', '', '', '', '', '', '', '']"
29685,"['A vestal of the Wind Crystal in another world.\n\nSerious about the responsibility she bears, she\nholds nothing back when fighting those who\ndefy her principles.', '', '', '', '', '', '', '', '', '', '', '']"
29686,"['A scholar from another world.\n\nHe set out on a quest for the Asterisks he needs\nto decipher a magical tome inherited from his teacher.\nUnfailingly positive and always up for a drink.', '', '', '', '', '', '', '', '', '', '', '']"
29687,"['An able mercenary from another world.\n\nIntensely curious, she takes childlike delight in\nnew discoveries. About herself, however, she rarely\nspeaks, leaving many mysteries unresolved.', '', '', '', '', '', '', '', '', '', '', '']"
