m_id,m_FieldTex,m_BattleTex,m_EventTex,m_UniTextureID,m_AttachEffect,m_MaterialParamsChangeID,m_VoiceEffectID
1186,Ply/ChrTX_Chd_Ply_0186_J04/ChrTX_Chd_Ply_0186_J04_N,Ply/ChrTX_Chd_Ply_0186_J04/ChrTX_Chd_Ply_0186_J04_B,Ply/ChrTX_Chd_Ply_0186_J04/ChrTX_Chd_Ply_0186_J04_E,2073,0,0,0
1187,Ply/ChrTX_Chd_Ply_0187_J03/ChrTX_Chd_Ply_0187_J03_N,Ply/ChrTX_Chd_Ply_0187_J03/ChrTX_Chd_Ply_0187_J03_B,,2073,0,0,0
1201,Bos/B01/ChrTX_Chd_NPC_B01_001_N,Bos/B01/ChrTX_Chd_NPC_B01_001_B,Bos/B01/ChrTX_Chd_NPC_B01_001_E,0,0,0,0
1202,Bos/B01/ChrTX_Chd_NPC_B01_001_a_N,,,0,0,0,0
1203,Bos/B01/ChrTX_Chd_NPC_B01_001_b_N,Bos/B01/ChrTX_Chd_NPC_B01_001_b_B,,0,0,0,0
1204,Bos/B01/ChrTX_Chd_NPC_B01_002_N,Bos/B01/ChrTX_Chd_NPC_B01_002_B,,0,0,0,0
1205,Bos/B01/ChrTX_Chd_NPC_B01_003_N,Bos/B01/ChrTX_Chd_NPC_B01_003_B,Bos/B01/ChrTX_Chd_NPC_B01_003_E,0,0,0,0
1206,Bos/B01/ChrTX_Chd_NPC_B01_003_a_N,,,0,0,0,0
1207,Bos/B01/ChrTX_Chd_NPC_B01_003_b_N,,,0,0,0,0
1208,Bos/B01/ChrTX_Chd_NPC_B01_004_N,Bos/B01/ChrTX_Chd_NPC_B01_004_B,Bos/B01/ChrTX_Chd_NPC_B01_004_E,0,0,0,0
1209,Bos/B01/ChrTX_Chd_NPC_B01_004_a_N,,Bos/B01/ChrTX_Chd_NPC_B01_004_a_E,0,0,0,0
1210,Bos/B01/ChrTX_Chd_NPC_B01_005_N,Bos/B01/ChrTX_Chd_NPC_B01_005_B,Bos/B01/ChrTX_Chd_NPC_B01_005_E,0,0,0,0
1211,Bos/B01/ChrTX_Chd_NPC_B01_005_a_N,Bos/B01/ChrTX_Chd_NPC_B01_005_a_B,Bos/B01/ChrTX_Chd_NPC_B01_005_a_E,0,0,0,0
1212,Bos/B01/ChrTX_Chd_NPC_B01_006_N,Bos/B01/ChrTX_Chd_NPC_B01_006_B,Bos/B01/ChrTX_Chd_NPC_B01_006_E,0,0,0,0
1213,Bos/B01/ChrTX_Chd_NPC_B01_006_a_N,,,0,0,0,0
1214,Bos/B01/ChrTX_Chd_NPC_B01_007_N,Bos/B01/ChrTX_Chd_NPC_B01_007_B,Bos/B01/ChrTX_Chd_NPC_B01_007_E,0,0,0,0
1215,Bos/B01/ChrTX_Chd_NPC_B01_009_N,Bos/B01/ChrTX_Chd_NPC_B01_009_B,Bos/B01/ChrTX_Chd_NPC_B01_009_E,0,0,0,0
1217,Bos/B01/ChrTX_Chd_NPC_B01_010_N,Bos/B01/ChrTX_Chd_NPC_B01_010_B,,0,0,0,0
1218,Bos/B01/ChrTX_Chd_NPC_B01_011_N,Bos/B01/ChrTX_Chd_NPC_B01_011_B,,0,0,0,0
1219,Bos/B01/ChrTX_Chd_NPC_B01_013_N,Bos/B01/ChrTX_Chd_NPC_B01_013_B,Bos/B01/ChrTX_Chd_NPC_B01_013_E,0,0,0,0
1220,Bos/B01/ChrTX_Chd_NPC_B01_013_a_N,Bos/B01/ChrTX_Chd_NPC_B01_013_a_B,Bos/B01/ChrTX_Chd_NPC_B01_013_a_E,0,0,0,0
1221,Bos/B01/ChrTX_Chd_NPC_B01_016_N,Bos/B01/ChrTX_Chd_NPC_B01_016_B,,0,0,0,0
1222,Bos/B01/ChrTX_Chd_NPC_B01_016_a_N,Bos/B01/ChrTX_Chd_NPC_B01_016_a_B,,0,0,0,0
1223,Bos/B01/ChrTX_Chd_NPC_B01_016_b_N,Bos/B01/ChrTX_Chd_NPC_B01_016_b_B,,0,0,0,0
1224,Bos/B01/ChrTX_Chd_NPC_B01_012_N,Bos/B01/ChrTX_Chd_NPC_B01_012_B,,0,0,0,0
1225,Bos/B01/ChrTX_Chd_NPC_B01_014_N,Bos/B01/ChrTX_Chd_NPC_B01_014_B,Bos/B01/ChrTX_Chd_NPC_B01_014_E,0,0,0,0
1226,Bos/B01/ChrTX_Chd_NPC_B01_015_N,Bos/B01/ChrTX_Chd_NPC_B01_015_B,Bos/B01/ChrTX_Chd_NPC_B01_015_E,0,0,0,0
1227,Bos/B01/ChrTX_Chd_NPC_B01_017_N,,Bos/B01/ChrTX_Chd_NPC_B01_017_E,0,0,0,0
1228,Bos/B01/ChrTX_Chd_NPC_B01_017_a_N,,Bos/B01/ChrTX_Chd_NPC_B01_017_a_E,0,0,0,0
1229,Bos/B01/ChrTX_Chd_NPC_B01_018_N,Bos/B01/ChrTX_Chd_NPC_B01_018_B,Bos/B01/ChrTX_Chd_NPC_B01_018_E,0,0,0,0
1230,Bos/B01/ChrTX_Chd_NPC_B01_018_a_N,Bos/B01/ChrTX_Chd_NPC_B01_018_a_B,Bos/B01/ChrTX_Chd_NPC_B01_018_a_E,0,0,0,0
1231,Bos/B01/ChrTX_Chd_NPC_B01_008_N,Bos/B01/ChrTX_Chd_NPC_B01_008_B,Bos/B01/ChrTX_Chd_NPC_B01_008_E,0,0,0,0
