m_id,m_ResCategory,m_FilePath
35,7,/Game/ExtTex/Character/UiTX_Ply_0035_J02/UiTX_Ply_0035_J02_1024.UiTX_Ply_0035_J02_1024
36,7,/Game/ExtTex/Character/UiTX_Ply_0036_J02/UiTX_Ply_0036_J02_1024.UiTX_Ply_0036_J02_1024
37,7,/Game/ExtTex/Character/UiTX_Ply_0037_J08/UiTX_Ply_0037_J08_1024.UiTX_Ply_0037_J08_1024
38,7,/Game/ExtTex/Character/UiTX_Ply_0038_J08/UiTX_Ply_0038_J08_1024.UiTX_Ply_0038_J08_1024
39,7,/Game/ExtTex/Character/UiTX_Ply_0039_J08/UiTX_Ply_0039_J08_1024.UiTX_Ply_0039_J08_1024
40,7,/Game/ExtTex/Character/UiTX_Ply_0040_J08/UiTX_Ply_0040_J08_1024.UiTX_Ply_0040_J08_1024
41,7,/Game/ExtTex/Character/UiTX_Ply_0041_J04/UiTX_Ply_0041_J04_1024.UiTX_Ply_0041_J04_1024
42,7,/Game/ExtTex/Character/UiTX_Ply_0042_J04/UiTX_Ply_0042_J04_1024.UiTX_Ply_0042_J04_1024
43,7,/Game/ExtTex/Character/UiTX_Ply_0043_J04/UiTX_Ply_0043_J04_1024.UiTX_Ply_0043_J04_1024
44,7,/Game/ExtTex/Character/UiTX_Ply_0044_J01/UiTX_Ply_0044_J01_1024.UiTX_Ply_0044_J01_1024
45,7,/Game/ExtTex/Character/UiTX_Ply_0045_J01/UiTX_Ply_0045_J01_1024.UiTX_Ply_0045_J01_1024
46,7,/Game/ExtTex/Character/UiTX_Ply_0046_J01/UiTX_Ply_0046_J01_1024.UiTX_Ply_0046_J01_1024
47,7,/Game/ExtTex/Character/UiTX_Ply_0047_J06/UiTX_Ply_0047_J06_1024.UiTX_Ply_0047_J06_1024
48,7,/Game/ExtTex/Character/UiTX_Ply_0048_J06/UiTX_Ply_0048_J06_1024.UiTX_Ply_0048_J06_1024
49,7,/Game/ExtTex/Character/UiTX_Ply_0049_J06/UiTX_Ply_0049_J06_1024.UiTX_Ply_0049_J06_1024
50,7,/Game/ExtTex/Character/UiTX_Ply_0050_J07/UiTX_Ply_0050_J07_1024.UiTX_Ply_0050_J07_1024
51,7,/Game/ExtTex/Character/UiTX_Ply_0051_J07/UiTX_Ply_0051_J07_1024.UiTX_Ply_0051_J07_1024
52,7,/Game/ExtTex/Character/UiTX_Ply_0052_J07/UiTX_Ply_0052_J07_1024.UiTX_Ply_0052_J07_1024
53,7,/Game/ExtTex/Character/UiTX_Ply_0053_J05/UiTX_Ply_0053_J05_1024.UiTX_Ply_0053_J05_1024
54,7,/Game/ExtTex/Character/UiTX_Ply_0054_J05/UiTX_Ply_0054_J05_1024.UiTX_Ply_0054_J05_1024
55,7,/Game/ExtTex/Character/UiTX_Ply_0055_J05/UiTX_Ply_0055_J05_1024.UiTX_Ply_0055_J05_1024
56,7,/Game/ExtTex/Character/UiTX_Ply_0056_J03/UiTX_Ply_0056_J03_1024.UiTX_Ply_0056_J03_1024
57,7,/Game/ExtTex/Character/UiTX_Ply_0057_J03/UiTX_Ply_0057_J03_1024.UiTX_Ply_0057_J03_1024
58,7,/Game/ExtTex/Character/UiTX_Ply_0058_J03/UiTX_Ply_0058_J03_1024.UiTX_Ply_0058_J03_1024
59,7,/Game/ExtTex/Character/UiTX_Ply_0059_J02/UiTX_Ply_0059_J02_1024.UiTX_Ply_0059_J02_1024
60,7,/Game/ExtTex/Character/UiTX_Ply_0060_J02/UiTX_Ply_0060_J02_1024.UiTX_Ply_0060_J02_1024
61,7,/Game/ExtTex/Character/UiTX_Ply_0061_J02/UiTX_Ply_0061_J02_1024.UiTX_Ply_0061_J02_1024
62,7,/Game/ExtTex/Character/UiTX_Ply_0062_J08/UiTX_Ply_0062_J08_1024.UiTX_Ply_0062_J08_1024
63,7,/Game/ExtTex/Character/UiTX_Ply_0063_J08/UiTX_Ply_0063_J08_1024.UiTX_Ply_0063_J08_1024
64,7,/Game/ExtTex/Character/UiTX_Ply_0064_J08/UiTX_Ply_0064_J08_1024.UiTX_Ply_0064_J08_1024
66,7,/Game/ExtTex/Character/UiTX_Ply_0066_J01/UiTX_Ply_0066_J01_1024.UiTX_Ply_0066_J01_1024
67,7,/Game/ExtTex/Character/UiTX_Ply_0067_J05/UiTX_Ply_0067_J05_1024.UiTX_Ply_0067_J05_1024
68,7,/Game/ExtTex/Character/UiTX_Ply_0068_J08/UiTX_Ply_0068_J08_1024.UiTX_Ply_0068_J08_1024
70,7,/Game/ExtTex/Character/UiTX_Ply_0070_J07/UiTX_Ply_0070_J07_1024.UiTX_Ply_0070_J07_1024
71,7,/Game/ExtTex/Character/UiTX_Ply_0071_J02/UiTX_Ply_0071_J02_1024.UiTX_Ply_0071_J02_1024
72,7,/Game/ExtTex/Character/UiTX_Ply_0072_J06/UiTX_Ply_0072_J06_1024.UiTX_Ply_0072_J06_1024
73,7,/Game/ExtTex/Character/UiTX_Ply_0073_J04/UiTX_Ply_0073_J04_1024.UiTX_Ply_0073_J04_1024
75,7,/Game/ExtTex/Character/UiTX_Ply_0075_J03/UiTX_Ply_0075_J03_1024.UiTX_Ply_0075_J03_1024
80,7,/Game/ExtTex/Character/UiTX_Ply_0080_J06/UiTX_Ply_0080_J06_1024.UiTX_Ply_0080_J06_1024
81,7,/Game/ExtTex/Character/UiTX_Ply_0081_J04/UiTX_Ply_0081_J04_1024.UiTX_Ply_0081_J04_1024
82,7,/Game/ExtTex/Character/UiTX_Ply_0082_J05/UiTX_Ply_0082_J05_1024.UiTX_Ply_0082_J05_1024
83,7,/Game/ExtTex/Character/UiTX_Ply_0083_J03/UiTX_Ply_0083_J03_1024.UiTX_Ply_0083_J03_1024
84,7,/Game/ExtTex/Character/UiTX_Ply_0084_J02/UiTX_Ply_0084_J02_1024.UiTX_Ply_0084_J02_1024
86,7,/Game/ExtTex/Character/UiTX_Ply_0086_J08/UiTX_Ply_0086_J08_1024.UiTX_Ply_0086_J08_1024
88,7,/Game/ExtTex/Character/UiTX_Ply_0088_J04/UiTX_Ply_0088_J04_1024.UiTX_Ply_0088_J04_1024
89,7,/Game/ExtTex/Character/UiTX_Ply_0089_J04/UiTX_Ply_0089_J04_1024.UiTX_Ply_0089_J04_1024
97,7,/Game/ExtTex/Character/UiTX_Ply_0097_J03/UiTX_Ply_0097_J03_1024.UiTX_Ply_0097_J03_1024
99,7,/Game/ExtTex/Character/UiTX_Ply_0099_J01/UiTX_Ply_0099_J01_1024.UiTX_Ply_0099_J01_1024
103,7,/Game/ExtTex/Character/UiTX_Ply_0103_J04/UiTX_Ply_0103_J04_1024.UiTX_Ply_0103_J04_1024
105,7,/Game/ExtTex/Character/UiTX_Ply_0105_J05/UiTX_Ply_0105_J05_1024.UiTX_Ply_0105_J05_1024
107,7,/Game/ExtTex/Character/UiTX_Ply_0107_J07/UiTX_Ply_0107_J07_1024.UiTX_Ply_0107_J07_1024
112,7,/Game/ExtTex/Character/UiTX_Ply_0112_J03/UiTX_Ply_0112_J03_1024.UiTX_Ply_0112_J03_1024
113,7,/Game/ExtTex/Character/UiTX_Ply_0113_J01/UiTX_Ply_0113_J01_1024.UiTX_Ply_0113_J01_1024
122,7,/Game/ExtTex/Character/UiTX_Ply_0122_J06/UiTX_Ply_0122_J06_1024.UiTX_Ply_0122_J06_1024
130,7,/Game/ExtTex/Character/UiTX_Ply_0130_J08/UiTX_Ply_0130_J08_1024.UiTX_Ply_0130_J08_1024
131,7,/Game/ExtTex/Character/UiTX_Ply_0131_J02/UiTX_Ply_0131_J02_1024.UiTX_Ply_0131_J02_1024
132,7,/Game/ExtTex/Character/UiTX_Ply_0132_J08/UiTX_Ply_0132_J08_1024.UiTX_Ply_0132_J08_1024
133,7,/Game/ExtTex/Character/UiTX_Ply_0133_J01/UiTX_Ply_0133_J01_1024.UiTX_Ply_0133_J01_1024
184,7,/Game/ExtTex/Character/UiTX_Ply_0184_J01/UiTX_Ply_0184_J01_1024.UiTX_Ply_0184_J01_1024
185,7,/Game/ExtTex/Character/UiTX_Ply_0185_J05/UiTX_Ply_0185_J05_1024.UiTX_Ply_0185_J05_1024
186,7,/Game/ExtTex/Character/UiTX_Ply_0186_J04/UiTX_Ply_0186_J04_1024.UiTX_Ply_0186_J04_1024
187,7,/Game/ExtTex/Character/UiTX_Ply_0187_J03/UiTX_Ply_0187_J03_1024.UiTX_Ply_0187_J03_1024
500,7,/Game/ExtTex/Character/UiTX_Ply_0001_J04/UiTX_Ply_0001_J04_Name.UiTX_Ply_0001_J04_Name
501,7,/Game/ExtTex/Character/UiTX_Ply_0002_J01/UiTX_Ply_0002_J01_Name.UiTX_Ply_0002_J01_Name
502,7,/Game/ExtTex/Character/UiTX_Ply_0003_J06/UiTX_Ply_0003_J06_Name.UiTX_Ply_0003_J06_Name
503,7,/Game/ExtTex/Character/UiTX_Ply_0004_J07/UiTX_Ply_0004_J07_Name.UiTX_Ply_0004_J07_Name
504,7,/Game/ExtTex/Character/UiTX_Ply_0005_J05/UiTX_Ply_0005_J05_Name.UiTX_Ply_0005_J05_Name
505,7,/Game/ExtTex/Character/UiTX_Ply_0006_J03/UiTX_Ply_0006_J03_Name.UiTX_Ply_0006_J03_Name
506,7,/Game/ExtTex/Character/UiTX_Ply_0007_J02/UiTX_Ply_0007_J02_Name.UiTX_Ply_0007_J02_Name
507,7,/Game/ExtTex/Character/UiTX_Ply_0008_J08/UiTX_Ply_0008_J08_Name.UiTX_Ply_0008_J08_Name
508,7,/Game/ExtTex/Character/UiTX_Ply_0009_J03/UiTX_Ply_0009_J03_Name.UiTX_Ply_0009_J03_Name
509,7,/Game/ExtTex/Character/UiTX_Ply_0010_J03/UiTX_Ply_0010_J03_Name.UiTX_Ply_0010_J03_Name
510,7,/Game/ExtTex/Character/UiTX_Ply_0011_J03/UiTX_Ply_0011_J03_Name.UiTX_Ply_0011_J03_Name
511,7,/Game/ExtTex/Character/UiTX_Ply_0012_J07/UiTX_Ply_0012_J07_Name.UiTX_Ply_0012_J07_Name
512,7,/Game/ExtTex/Character/UiTX_Ply_0013_J04/UiTX_Ply_0013_J04_Name.UiTX_Ply_0013_J04_Name
513,7,/Game/ExtTex/Character/UiTX_Ply_0014_J04/UiTX_Ply_0014_J04_Name.UiTX_Ply_0014_J04_Name
514,7,/Game/ExtTex/Character/UiTX_Ply_0015_J04/UiTX_Ply_0015_J04_Name.UiTX_Ply_0015_J04_Name
515,7,/Game/ExtTex/Character/UiTX_Ply_0016_J06/UiTX_Ply_0016_J06_Name.UiTX_Ply_0016_J06_Name
516,7,/Game/ExtTex/Character/UiTX_Ply_0017_J01/UiTX_Ply_0017_J01_Name.UiTX_Ply_0017_J01_Name
517,7,/Game/ExtTex/Character/UiTX_Ply_0018_J01/UiTX_Ply_0018_J01_Name.UiTX_Ply_0018_J01_Name
518,7,/Game/ExtTex/Character/UiTX_Ply_0019_J01/UiTX_Ply_0019_J01_Name.UiTX_Ply_0019_J01_Name
519,7,/Game/ExtTex/Character/UiTX_Ply_0020_J05/UiTX_Ply_0020_J05_Name.UiTX_Ply_0020_J05_Name
520,7,/Game/ExtTex/Character/UiTX_Ply_0021_J06/UiTX_Ply_0021_J06_Name.UiTX_Ply_0021_J06_Name
521,7,/Game/ExtTex/Character/UiTX_Ply_0022_J01/UiTX_Ply_0022_J01_Name.UiTX_Ply_0022_J01_Name
522,7,/Game/ExtTex/Character/UiTX_Ply_0023_J06/UiTX_Ply_0023_J06_Name.UiTX_Ply_0023_J06_Name
523,7,/Game/ExtTex/Character/UiTX_Ply_0024_J06/UiTX_Ply_0024_J06_Name.UiTX_Ply_0024_J06_Name
524,7,/Game/ExtTex/Character/UiTX_Ply_0025_J03/UiTX_Ply_0025_J03_Name.UiTX_Ply_0025_J03_Name
525,7,/Game/ExtTex/Character/UiTX_Ply_0026_J07/UiTX_Ply_0026_J07_Name.UiTX_Ply_0026_J07_Name
526,7,/Game/ExtTex/Character/UiTX_Ply_0027_J07/UiTX_Ply_0027_J07_Name.UiTX_Ply_0027_J07_Name
527,7,/Game/ExtTex/Character/UiTX_Ply_0028_J07/UiTX_Ply_0028_J07_Name.UiTX_Ply_0028_J07_Name
528,7,/Game/ExtTex/Character/UiTX_Ply_0029_J05/UiTX_Ply_0029_J05_Name.UiTX_Ply_0029_J05_Name
529,7,/Game/ExtTex/Character/UiTX_Ply_0030_J05/UiTX_Ply_0030_J05_Name.UiTX_Ply_0030_J05_Name
530,7,/Game/ExtTex/Character/UiTX_Ply_0031_J04/UiTX_Ply_0031_J04_Name.UiTX_Ply_0031_J04_Name
531,7,/Game/ExtTex/Character/UiTX_Ply_0032_J05/UiTX_Ply_0032_J05_Name.UiTX_Ply_0032_J05_Name
532,7,/Game/ExtTex/Character/UiTX_Ply_0033_J02/UiTX_Ply_0033_J02_Name.UiTX_Ply_0033_J02_Name
533,7,/Game/ExtTex/Character/UiTX_Ply_0034_J02/UiTX_Ply_0034_J02_Name.UiTX_Ply_0034_J02_Name
534,7,/Game/ExtTex/Character/UiTX_Ply_0035_J02/UiTX_Ply_0035_J02_Name.UiTX_Ply_0035_J02_Name
535,7,/Game/ExtTex/Character/UiTX_Ply_0036_J02/UiTX_Ply_0036_J02_Name.UiTX_Ply_0036_J02_Name
536,7,/Game/ExtTex/Character/UiTX_Ply_0037_J08/UiTX_Ply_0037_J08_Name.UiTX_Ply_0037_J08_Name
537,7,/Game/ExtTex/Character/UiTX_Ply_0038_J08/UiTX_Ply_0038_J08_Name.UiTX_Ply_0038_J08_Name
538,7,/Game/ExtTex/Character/UiTX_Ply_0039_J08/UiTX_Ply_0039_J08_Name.UiTX_Ply_0039_J08_Name
539,7,/Game/ExtTex/Character/UiTX_Ply_0040_J08/UiTX_Ply_0040_J08_Name.UiTX_Ply_0040_J08_Name
540,7,/Game/ExtTex/Character/UiTX_Ply_0041_J04/UiTX_Ply_0041_J04_Name.UiTX_Ply_0041_J04_Name
541,7,/Game/ExtTex/Character/UiTX_Ply_0042_J04/UiTX_Ply_0042_J04_Name.UiTX_Ply_0042_J04_Name
542,7,/Game/ExtTex/Character/UiTX_Ply_0043_J04/UiTX_Ply_0043_J04_Name.UiTX_Ply_0043_J04_Name
543,7,/Game/ExtTex/Character/UiTX_Ply_0044_J01/UiTX_Ply_0044_J01_Name.UiTX_Ply_0044_J01_Name
544,7,/Game/ExtTex/Character/UiTX_Ply_0045_J01/UiTX_Ply_0045_J01_Name.UiTX_Ply_0045_J01_Name
545,7,/Game/ExtTex/Character/UiTX_Ply_0046_J01/UiTX_Ply_0046_J01_Name.UiTX_Ply_0046_J01_Name
546,7,/Game/ExtTex/Character/UiTX_Ply_0047_J06/UiTX_Ply_0047_J06_Name.UiTX_Ply_0047_J06_Name
547,7,/Game/ExtTex/Character/UiTX_Ply_0048_J06/UiTX_Ply_0048_J06_Name.UiTX_Ply_0048_J06_Name
548,7,/Game/ExtTex/Character/UiTX_Ply_0049_J06/UiTX_Ply_0049_J06_Name.UiTX_Ply_0049_J06_Name
549,7,/Game/ExtTex/Character/UiTX_Ply_0050_J07/UiTX_Ply_0050_J07_Name.UiTX_Ply_0050_J07_Name
550,7,/Game/ExtTex/Character/UiTX_Ply_0051_J07/UiTX_Ply_0051_J07_Name.UiTX_Ply_0051_J07_Name
551,7,/Game/ExtTex/Character/UiTX_Ply_0052_J07/UiTX_Ply_0052_J07_Name.UiTX_Ply_0052_J07_Name
552,7,/Game/ExtTex/Character/UiTX_Ply_0053_J05/UiTX_Ply_0053_J05_Name.UiTX_Ply_0053_J05_Name
553,7,/Game/ExtTex/Character/UiTX_Ply_0054_J05/UiTX_Ply_0054_J05_Name.UiTX_Ply_0054_J05_Name
554,7,/Game/ExtTex/Character/UiTX_Ply_0055_J05/UiTX_Ply_0055_J05_Name.UiTX_Ply_0055_J05_Name
555,7,/Game/ExtTex/Character/UiTX_Ply_0056_J03/UiTX_Ply_0056_J03_Name.UiTX_Ply_0056_J03_Name
556,7,/Game/ExtTex/Character/UiTX_Ply_0057_J03/UiTX_Ply_0057_J03_Name.UiTX_Ply_0057_J03_Name
557,7,/Game/ExtTex/Character/UiTX_Ply_0058_J03/UiTX_Ply_0058_J03_Name.UiTX_Ply_0058_J03_Name
558,7,/Game/ExtTex/Character/UiTX_Ply_0059_J02/UiTX_Ply_0059_J02_Name.UiTX_Ply_0059_J02_Name
559,7,/Game/ExtTex/Character/UiTX_Ply_0060_J02/UiTX_Ply_0060_J02_Name.UiTX_Ply_0060_J02_Name
560,7,/Game/ExtTex/Character/UiTX_Ply_0061_J02/UiTX_Ply_0061_J02_Name.UiTX_Ply_0061_J02_Name
561,7,/Game/ExtTex/Character/UiTX_Ply_0062_J08/UiTX_Ply_0062_J08_Name.UiTX_Ply_0062_J08_Name
562,7,/Game/ExtTex/Character/UiTX_Ply_0063_J08/UiTX_Ply_0063_J08_Name.UiTX_Ply_0063_J08_Name
563,7,/Game/ExtTex/Character/UiTX_Ply_0064_J08/UiTX_Ply_0064_J08_Name.UiTX_Ply_0064_J08_Name
565,7,/Game/ExtTex/Character/UiTX_Ply_0066_J01/UiTX_Ply_0066_J01_Name.UiTX_Ply_0066_J01_Name
566,7,/Game/ExtTex/Character/UiTX_Ply_0067_J05/UiTX_Ply_0067_J05_Name.UiTX_Ply_0067_J05_Name
567,7,/Game/ExtTex/Character/UiTX_Ply_0068_J08/UiTX_Ply_0068_J08_Name.UiTX_Ply_0068_J08_Name
569,7,/Game/ExtTex/Character/UiTX_Ply_0070_J07/UiTX_Ply_0070_J07_Name.UiTX_Ply_0070_J07_Name
570,7,/Game/ExtTex/Character/UiTX_Ply_0071_J02/UiTX_Ply_0071_J02_Name.UiTX_Ply_0071_J02_Name
571,7,/Game/ExtTex/Character/UiTX_Ply_0072_J06/UiTX_Ply_0072_J06_Name.UiTX_Ply_0072_J06_Name
572,7,/Game/ExtTex/Character/UiTX_Ply_0073_J04/UiTX_Ply_0073_J04_Name.UiTX_Ply_0073_J04_Name
574,7,/Game/ExtTex/Character/UiTX_Ply_0075_J03/UiTX_Ply_0075_J03_Name.UiTX_Ply_0075_J03_Name
579,7,/Game/ExtTex/Character/UiTX_Ply_0080_J06/UiTX_Ply_0080_J06_Name.UiTX_Ply_0080_J06_Name
580,7,/Game/ExtTex/Character/UiTX_Ply_0081_J04/UiTX_Ply_0081_J04_Name.UiTX_Ply_0081_J04_Name
581,7,/Game/ExtTex/Character/UiTX_Ply_0082_J05/UiTX_Ply_0082_J05_Name.UiTX_Ply_0082_J05_Name
582,7,/Game/ExtTex/Character/UiTX_Ply_0083_J03/UiTX_Ply_0083_J03_Name.UiTX_Ply_0083_J03_Name
583,7,/Game/ExtTex/Character/UiTX_Ply_0084_J02/UiTX_Ply_0084_J02_Name.UiTX_Ply_0084_J02_Name
585,7,/Game/ExtTex/Character/UiTX_Ply_0086_J08/UiTX_Ply_0086_J08_Name.UiTX_Ply_0086_J08_Name
587,7,/Game/ExtTex/Character/UiTX_Ply_0088_J04/UiTX_Ply_0088_J04_Name.UiTX_Ply_0088_J04_Name
588,7,/Game/ExtTex/Character/UiTX_Ply_0089_J04/UiTX_Ply_0089_J04_Name.UiTX_Ply_0089_J04_Name
596,7,/Game/ExtTex/Character/UiTX_Ply_0097_J03/UiTX_Ply_0097_J03_Name.UiTX_Ply_0097_J03_Name
598,7,/Game/ExtTex/Character/UiTX_Ply_0099_J01/UiTX_Ply_0099_J01_Name.UiTX_Ply_0099_J01_Name
602,7,/Game/ExtTex/Character/UiTX_Ply_0103_J04/UiTX_Ply_0103_J04_Name.UiTX_Ply_0103_J04_Name
604,7,/Game/ExtTex/Character/UiTX_Ply_0105_J05/UiTX_Ply_0105_J05_Name.UiTX_Ply_0105_J05_Name
606,7,/Game/ExtTex/Character/UiTX_Ply_0107_J07/UiTX_Ply_0107_J07_Name.UiTX_Ply_0107_J07_Name
611,7,/Game/ExtTex/Character/UiTX_Ply_0112_J03/UiTX_Ply_0112_J03_Name.UiTX_Ply_0112_J03_Name
612,7,/Game/ExtTex/Character/UiTX_Ply_0113_J01/UiTX_Ply_0113_J01_Name.UiTX_Ply_0113_J01_Name
621,7,/Game/ExtTex/Character/UiTX_Ply_0122_J06/UiTX_Ply_0122_J06_Name.UiTX_Ply_0122_J06_Name
629,7,/Game/ExtTex/Character/UiTX_Ply_0130_J08/UiTX_Ply_0130_J08_Name.UiTX_Ply_0130_J08_Name
630,7,/Game/ExtTex/Character/UiTX_Ply_0131_J02/UiTX_Ply_0131_J02_Name.UiTX_Ply_0131_J02_Name
631,7,/Game/ExtTex/Character/UiTX_Ply_0132_J08/UiTX_Ply_0132_J08_Name.UiTX_Ply_0132_J08_Name
632,7,/Game/ExtTex/Character/UiTX_Ply_0133_J01/UiTX_Ply_0133_J01_Name.UiTX_Ply_0133_J01_Name
683,7,/Game/ExtTex/Character/UiTX_Ply_0184_J01/UiTX_Ply_0184_J01_Name.UiTX_Ply_0184_J01_Name
684,7,/Game/ExtTex/Character/UiTX_Ply_0185_J05/UiTX_Ply_0185_J05_Name.UiTX_Ply_0185_J05_Name
685,7,/Game/ExtTex/Character/UiTX_Ply_0186_J04/UiTX_Ply_0186_J04_Name.UiTX_Ply_0186_J04_Name
686,7,/Game/ExtTex/Character/UiTX_Ply_0187_J03/UiTX_Ply_0187_J03_Name.UiTX_Ply_0187_J03_Name
1000,7,/Game/ExtTex/Character/UiTX_Ply_0001_J04/UiTX_Ply_0001_J04_EFMask.UiTX_Ply_0001_J04_EFMask
1001,7,/Game/ExtTex/Character/UiTX_Ply_0002_J01/UiTX_Ply_0002_J01_EFMask.UiTX_Ply_0002_J01_EFMask
1002,7,/Game/ExtTex/Character/UiTX_Ply_0003_J06/UiTX_Ply_0003_J06_EFMask.UiTX_Ply_0003_J06_EFMask
1003,7,/Game/ExtTex/Character/UiTX_Ply_0004_J07/UiTX_Ply_0004_J07_EFMask.UiTX_Ply_0004_J07_EFMask
1004,7,/Game/ExtTex/Character/UiTX_Ply_0005_J05/UiTX_Ply_0005_J05_EFMask.UiTX_Ply_0005_J05_EFMask
1005,7,/Game/ExtTex/Character/UiTX_Ply_0006_J03/UiTX_Ply_0006_J03_EFMask.UiTX_Ply_0006_J03_EFMask
1006,7,/Game/ExtTex/Character/UiTX_Ply_0007_J02/UiTX_Ply_0007_J02_EFMask.UiTX_Ply_0007_J02_EFMask
1007,7,/Game/ExtTex/Character/UiTX_Ply_0008_J08/UiTX_Ply_0008_J08_EFMask.UiTX_Ply_0008_J08_EFMask
1065,7,/Game/ExtTex/Character/UiTX_Ply_0066_J01/UiTX_Ply_0066_J01_EFMask.UiTX_Ply_0066_J01_EFMask
1066,7,/Game/ExtTex/Character/UiTX_Ply_0067_J05/UiTX_Ply_0067_J05_EFMask.UiTX_Ply_0067_J05_EFMask
1067,7,/Game/ExtTex/Character/UiTX_Ply_0068_J08/UiTX_Ply_0068_J08_EFMask.UiTX_Ply_0068_J08_EFMask
1069,7,/Game/ExtTex/Character/UiTX_Ply_0070_J07/UiTX_Ply_0070_J07_EFMask.UiTX_Ply_0070_J07_EFMask
