m_id,m_ResCategory,m_FilePath
20,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0086_02_S.Emd_Non_0086_02_S
21,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0028_03_M.Emd_Non_0028_03_M
22,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0028_05_M.Emd_Non_0028_05_M
23,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0086_06_S.Emd_Non_0086_06_S
24,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Forest_0068_02_M.Emd_Forest_0068_02_M
25,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0011_01_S.Emd_Snow_0011_01_S
26,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0093_01_M.Emd_Non_0093_01_M
27,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0079_11_S.Emd_Non_0079_11_S
28,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0086_04_S.Emd_Non_0086_04_S
29,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0004_01_S.Emd_Snow_0004_01_S
30,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0016_01_S.Emd_Snow_0016_01_S
31,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0077_01_S.Emd_Non_0077_01_S
32,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_01_S.Emd_Snow_0010_01_S
33,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0016_02_S.Emd_Snow_0016_02_S
34,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0035_01_S.Emd_Snow_0035_01_S
35,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0033_03_S.Emd_Plain_0033_03_S
36,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0004_02_S.Emd_Snow_0004_02_S
37,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_02_S.Emd_Snow_0010_02_S
38,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0086_05_S.Emd_Non_0086_05_S
39,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0079_12_S.Emd_Non_0079_12_S
40,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0080_11_M.Emd_Non_0080_11_M
41,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0090_01_M.Emd_Non_0090_01_M
42,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0093_06_M.Emd_Non_0093_06_M
43,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0079_05_S.Emd_Non_0079_05_S
44,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0080_05_M.Emd_Non_0080_05_M
45,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0077_06_S.Emd_Non_0077_06_S
46,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0068_01_M.Emd_Snow_0068_01_M
47,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0004_03_S.Emd_Snow_0004_03_S
48,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0011_02_S.Emd_Snow_0011_02_S
49,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Trouper_a.Emd_Trouper_a
50,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0079_03_S.Emd_Non_0079_03_S
51,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Trouper_b.Emd_Trouper_b
52,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0093_01_M.Emd_Non_0093_01_M
53,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0005_01_S.Emd_Plain_0005_01_S
54,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0013_01_S.Emd_Plain_0013_01_S
55,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0042_01_S.Emd_Plain_0042_01_S
56,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0033_01_S.Emd_Plain_0033_01_S
57,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0013_02_S.Emd_Plain_0013_02_S
58,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0033_02_S.Emd_Plain_0033_02_S
59,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0066_01_M.Emd_Plain_0066_01_M
60,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0005_02_S.Emd_Plain_0005_02_S
61,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0042_02_S.Emd_Plain_0042_02_S
62,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0072_02_S.Emd_Non_0072_02_S
63,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0080_13_M.Emd_Non_0080_13_M
64,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0079_13_S.Emd_Non_0079_13_S
65,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0093_03_M.Emd_Non_0093_03_M
66,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0093_02_M.Emd_Non_0093_02_M
67,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0080_03_M.Emd_Non_0080_03_M
68,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0081_03_M.Emd_Non_0081_03_M
69,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0072_01_S.Emd_River_0072_01_S
70,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0077_03_S.Emd_Non_0077_03_S
71,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0086_06_S.Emd_Non_0086_06_S
72,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Plain_0005_03_S.Emd_Plain_0005_03_S
73,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0008_05_S.Emd_Sea_0008_05_S
74,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0008_06_S.Emd_Sea_0008_06_S
75,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0055_03_S.Emd_Sea_0055_03_S
76,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0057_02_M.Emd_Sea_0057_02_M
77,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0008_01_S.Emd_Sea_0008_01_S
78,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0053_01_S.Emd_Sea_0053_01_S
79,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0055_01_S.Emd_Sea_0055_01_S
80,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0008_04_S.Emd_Sea_0008_04_S
81,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0008_02_S.Emd_Sea_0008_02_S
82,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0008_03_S.Emd_Sea_0008_03_S
83,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0054_01_S.Emd_Sea_0054_01_S
84,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0044_01_S.Emd_Sea_0044_01_S
85,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0055_02_S.Emd_Sea_0055_02_S
86,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0054_02_S.Emd_Sea_0054_02_S
87,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0082_01_M.Emd_Non_0082_01_M
88,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0082_08_M.Emd_Non_0082_08_M
89,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0007_01_S.Emd_Cliff_0007_01_S
90,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0007_02_S.Emd_Cliff_0007_02_S
91,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0014_01_S.Emd_Cliff_0014_01_S
92,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0015_01_S.Emd_Cliff_0015_01_S
93,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0007_03_S.Emd_Cliff_0007_03_S
94,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0066_01_M.Emd_Desert_0066_01_M
95,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0084_01_S.Emd_Cliff_0084_01_S
96,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0084_02_S.Emd_Cliff_0084_02_S
97,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0007_04_S.Emd_Cliff_0007_04_S
98,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0085_01_S.Emd_Cliff_0085_01_S
99,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0015_02_S.Emd_Cliff_0015_02_S
100,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0026_01_M.Emd_Cliff_0026_01_M
101,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0085_02_S.Emd_Cliff_0085_02_S
102,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0084_03_S.Emd_Cliff_0084_03_S
103,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0038_01_M.Emd_Cliff_0038_01_M
104,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0007_05_S.Emd_Cliff_0007_05_S
105,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0007_01_M.Emd_Cliff_0007_01_M
106,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0007_02_M.Emd_Cliff_0007_02_M
107,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Cliff_0007_03_M.Emd_Cliff_0007_03_M
108,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0075_04_M.Emd_Non_0075_04_M
109,8,/Game/Character/Resource/V1_0_0/Enm/Emd_NPC_B04_017_e.Emd_NPC_B04_017_e
110,8,/Game/Character/Resource/V1_0_0/Enm/Emd_NPC_B04_017_b.Emd_NPC_B04_017_b
111,8,/Game/Character/Resource/V1_0_0/Enm/Emd_NPC_B04_017_f.Emd_NPC_B04_017_f
112,8,/Game/Character/Resource/V1_0_0/Enm/Emd_NPC_B04_017.Emd_NPC_B04_017
113,8,/Game/Character/Resource/V1_0_0/Enm/Emd_NPC_B04_017_a.Emd_NPC_B04_017_a
114,8,/Game/Character/Resource/V1_0_0/Enm/Emd_NPC_B04_017_g.Emd_NPC_B04_017_g
115,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0082_03_M.Emd_Non_0082_03_M
116,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0077_05_S.Emd_Non_0077_05_S
117,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0077_08_S.Emd_Non_0077_08_S
118,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0082_04_M.Emd_Non_0082_04_M
119,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0006_01_S.Emd_River_0006_01_S
120,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0045_01_S.Emd_River_0045_01_S
121,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0046_01_S.Emd_River_0046_01_S
122,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0049_01_S.Emd_River_0049_01_S
123,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0006_02_S.Emd_River_0006_02_S
124,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0045_02_S.Emd_River_0045_02_S
125,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0046_02_S.Emd_River_0046_02_S
126,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0048_02_S.Emd_Non_0048_02_S
127,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0006_04_S.Emd_River_0006_04_S
128,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0072_01_S.Emd_Sea_0072_01_S
129,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0048_03_S.Emd_Non_0048_03_S
130,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0049_02_S.Emd_River_0049_02_S
131,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0091_07_M.Emd_Non_0091_07_M
132,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0091_08_M.Emd_Non_0091_08_M
133,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0091_09_M.Emd_Non_0091_09_M
134,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0091_10_M.Emd_Non_0091_10_M
135,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0028_07_M.Emd_Non_0028_07_M
136,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0028_09_M.Emd_Non_0028_09_M
137,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0028_11_M.Emd_Non_0028_11_M
138,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0028_13_M.Emd_Non_0028_13_M
139,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0079_09_S.Emd_Non_0079_09_S
140,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0080_09_M.Emd_Non_0080_09_M
141,8,/Game/Character/Resource/V1_0_0/Enm/Emd_NPC_B04_022.Emd_NPC_B04_022
142,8,/Game/Character/Resource/V1_0_0/Enm/Emd_NPC_B04_022_a.Emd_NPC_B04_022_a
143,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0082_06_M.Emd_Non_0082_06_M
144,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0082_07_M.Emd_Non_0082_07_M
145,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0049_03_S.Emd_River_0049_03_S
146,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0049_01_M.Emd_River_0049_01_M
147,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0003_01_S.Emd_Desert_0003_01_S
148,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0003_02_S.Emd_Desert_0003_02_S
149,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0043_01_S.Emd_Desert_0043_01_S
150,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0043_03_S.Emd_Desert_0043_03_S
151,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0003_03_S.Emd_Desert_0003_03_S
152,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0044_01_S.Emd_Desert_0044_01_S
153,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0042_01_S.Emd_Desert_0042_01_S
154,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0042_02_S.Emd_Desert_0042_02_S
155,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0028_04_M.Emd_Non_0028_04_M
156,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0028_15_M.Emd_Non_0028_15_M
157,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0028_16_M.Emd_Non_0028_16_M
158,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0086_07_S.Emd_Non_0086_07_S
159,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0001_01_S.Emd_Mount_0001_01_S
160,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0012_01_S.Emd_Mount_0012_01_S
161,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0034_01_S.Emd_Mount_0034_01_S
162,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0034_02_S.Emd_Mount_0034_02_S
163,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0001_02_S.Emd_Mount_0001_02_S
164,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0001_03_S.Emd_Mount_0001_03_S
165,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0034_03_S.Emd_Mount_0034_03_S
166,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0030_01_M.Emd_Mount_0030_01_M
167,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0001_04_S.Emd_Mount_0001_04_S
168,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0001_05_S.Emd_Mount_0001_05_S
169,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0021_02_M.Emd_Mount_0021_02_M
170,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Mount_0021_01_M.Emd_Mount_0021_01_M
171,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0095_02_M.Emd_Non_0095_02_M
172,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0095_03_M.Emd_Non_0095_03_M
173,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0095_04_M.Emd_Non_0095_04_M
174,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0072_02_S.Emd_River_0072_02_S
175,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_01_S.Emd_Snow_0010_01_S
176,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_01_S.Emd_Snow_0010_01_S
177,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_01_S.Emd_Snow_0010_01_S
178,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_01_S.Emd_Snow_0010_01_S
179,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_01_S.Emd_Snow_0010_01_S
180,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_01_S.Emd_Snow_0010_01_S
181,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_01_S.Emd_Snow_0010_01_S
182,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_01_S.Emd_Snow_0010_01_S
183,8,/Game/Character/Resource/V1_0_0/Enm/Emd_SnwWlf_Bos.Emd_SnwWlf_Bos
500,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0009_01_S.Emd_Non_0009_01_S
501,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0009_02_S.Emd_Non_0009_02_S
502,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0009_01_M.Emd_Non_0009_01_M
503,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0009_01_S_a.Emd_Non_0009_01_S_a
504,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0009_02_S_a.Emd_Non_0009_02_S_a
505,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0009_01_M_a.Emd_Non_0009_01_M_a
184,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0004_04_S_cl_a.Emd_Snow_0004_04_S_cl_a
185,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0017_01_M.Emd_Snow_0017_01_M
186,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0023_01_M.Emd_Snow_0023_01_M
187,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0066_01_M.Emd_Snow_0066_01_M
188,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0010_03_S.Emd_Snow_0010_03_S
189,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0035_02_S.Emd_Snow_0035_02_S
190,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0040_01_M.Emd_Snow_0040_01_M
191,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Snow_0004_05_S_cl_a.Emd_Snow_0004_05_S_cl_a
192,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Forest_0002_04_S_cl_a.Emd_Forest_0002_04_S_cl_a
193,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Forest_0011_01_S.Emd_Forest_0011_01_S
194,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Forest_0035_02_S.Emd_Forest_0035_02_S
195,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Forest_0024_01_M.Emd_Forest_0024_01_M
196,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_1_Clo_02/Emd_B05_1_Clo_02.Emd_B05_1_Clo_02
197,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_1_Clo_03/Emd_B05_1_Clo_03.Emd_B05_1_Clo_03
198,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_1_Clo_04/Emd_B05_1_Clo_04.Emd_B05_1_Clo_04
199,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_1_Clo_05/Emd_B05_1_Clo_05.Emd_B05_1_Clo_05
204,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_1_Clo_06/Emd_B05_1_Clo_06.Emd_B05_1_Clo_06
205,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_1_Clo_08/Emd_B05_1_Clo_08.Emd_B05_1_Clo_08
206,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_1_Clo_07/Emd_B05_1_Clo_07.Emd_B05_1_Clo_07
200,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0048_01_S.Emd_Non_0048_01_S
201,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0055_04_S.Emd_Sea_0055_04_S
202,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Forest_0068_01_M.Emd_Forest_0068_01_M
203,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Forest_0065_01_M.Emd_Forest_0065_01_M
207,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0006_03_S.Emd_River_0006_03_S
208,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Desert_0044_02_S.Emd_Desert_0044_02_S
209,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0050_01_M.Emd_Non_0050_01_M
210,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0059_01_M.Emd_River_0059_01_M
211,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Sea_0056_03_M.Emd_Sea_0056_03_M
212,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0046_03_S.Emd_River_0046_03_S
213,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0006_05_S.Emd_River_0006_05_S
214,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0059_02_M.Emd_River_0059_02_M
215,8,/Game/Character/Resource/V1_0_0/Enm/Emd_River_0006_01_M.Emd_River_0006_01_M
216,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0048_04_S.Emd_Non_0048_04_S
217,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0074_01_M.Emd_Non_0074_01_M
218,8,/Game/Character/Resource/V1_0_0/Enm/Emd_Non_0077_04_S.Emd_Non_0077_04_S
219,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B07_1_01_S/Emd_B07_1_01_S.Emd_B07_1_01_S
220,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B07_1_02_S/Emd_B07_1_02_S.Emd_B07_1_02_S
221,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B07_1_01_M/Emd_B07_1_01_M.Emd_B07_1_01_M
222,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B07_1_02_M/Emd_B07_1_02_M.Emd_B07_1_02_M
223,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_01_S/Emd_B05_2_01_S.Emd_B05_2_01_S
224,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_02_S/Emd_B05_2_02_S.Emd_B05_2_02_S
225,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_03_S/Emd_B05_2_03_S.Emd_B05_2_03_S
226,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_04_S/Emd_B05_2_04_S.Emd_B05_2_04_S
227,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_05_S/Emd_B05_2_05_S.Emd_B05_2_05_S
228,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_06_S/Emd_B05_2_06_S.Emd_B05_2_06_S
229,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_01_M/Emd_B05_2_01_M.Emd_B05_2_01_M
230,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_Blv/Emd_B05_2_Blv.Emd_B05_2_Blv
231,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_Blv_a/Emd_B05_2_Blv_a.Emd_B05_2_Blv_a
232,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_Blv_b/Emd_B05_2_Blv_b.Emd_B05_2_Blv_b
233,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_02_M/Emd_B05_2_02_M.Emd_B05_2_02_M
234,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_03_M/Emd_B05_2_03_M.Emd_B05_2_03_M
235,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_04_M/Emd_B05_2_04_M.Emd_B05_2_04_M
236,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B05_2_05_M/Emd_B05_2_05_M.Emd_B05_2_05_M
237,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B06_2_01_S/Emd_B06_2_01_S.Emd_B06_2_01_S
238,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B06_2_02_S/Emd_B06_2_02_S.Emd_B06_2_02_S
239,8,/Game/Character/Resource/V1_0_0/EnmAdd/Emd_B06_2_01_M/Emd_B06_2_01_M.Emd_B06_2_01_M
