m_id,m_MapObjType,m_OwnerNPC,m_OwnerObject,m_TreasureBox,m_OwnerEnemy,m_RecoveryPointId,m_HardDungeonPairId,m_HardDungeonPairNum,m_MapID,m_AppearLabel,m_TalkID,m_IconType,m_AppearDir,m_AppearPose,m_BackUniquePath,m_HideChara,m_HideIcon,m_HideMinimapIconFlg,m_ExcludeEventOnOffCommand,m_AutoTalk,m_Hard,m_BootQuestStaet,m_BootQuestID,m_BootQuestTaskNum,m_BootQuestTaskId,m_DisableQuestState,m_DisableQuestID,m_DisableQuestTaskNum,m_DisableQuestTaskId,m_TrigConditionID,m_NoneConditionID,m_HideFC,m_ReplaceEnemyTypeId,m_SetLandPos
24080078070928167874278917611332365012500171574727292002980929155121,1,10000396,0,0,0,0,0,0,26,QuTr_PC018_02_01,216,0,1,0,,194,194,194,194,194,0,1,2018020,0,0,2,2018020,0,116,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
24185390362596725060976835639016035444819066670127841114235240132659,1,0,0,0,0,0,0,0,26,QuTr_PC018_02_03,217,0,1,0,,194,194,194,194,194,0,2,2018020,0,448,3,2018020,0,448,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
24290702654265282247674753666699705877137961765528390225489567887409,1,1018,0,0,0,0,0,0,26,QuTr_PC018_03_01,218,0,1,0,,194,194,194,194,194,0,1,2018030,0,0,2,2018030,0,450,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
24396014945933839434372671694383376309456856860928939336743895642161,1,1018,0,0,0,0,0,0,26,QuTr_PC018_04_01,219,0,1,0,,194,194,194,194,194,0,1,2018040,0,0,2,2018040,0,692,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
24501327237602396621070589722067046741775751956329488447998206619699,1,0,0,0,0,0,0,0,26,QuTr_PC018_04_03,220,0,1,0,,194,194,194,194,194,0,2,2018040,0,693,3,2018040,0,693,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
32820998279418414370206113909077010894968464492972940013207801507889,1,1027,0,0,0,0,0,0,26,QuTr_PC027_02_01,251,0,3,0,,194,194,194,194,194,0,1,2027020,0,0,2,2027020,0,152,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
32926310571086971556904031936760681327287359588373489124462112485427,1,10000253,0,0,0,0,0,0,26,QuTr_PC027_02_03,252,0,3,0,,194,194,194,194,194,0,2,2027020,0,453,3,2027020,0,453,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33031622862755528743601949964444351759606254683774038235716440240177,1,1027,0,0,0,0,0,0,26,QuTr_PC027_03_01,253,0,3,0,,194,194,194,194,194,0,1,2027030,0,0,2,2027030,0,455,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33136935154424085930299867992128022191925149779174587346970751217715,1,10000189,0,0,0,0,0,0,26,QuTr_PC027_03_03,254,0,1,0,,194,194,194,194,194,0,2,2027030,0,727,3,2027030,0,727,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33242247446092643116997786019811692624244044874575136458225078972465,1,10000189,0,0,0,0,0,0,26,QuTr_PC027_04_01,255,0,1,0,,194,194,194,194,194,0,1,2027040,0,0,2,2027040,0,729,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33347559737761200303695704047495363056562939969975685569479389950002,1,0,0,0,0,0,0,0,26,QuTr_PC027_04_02,256,0,1,0,,194,194,194,194,194,0,2,2027040,0,729,3,2027040,0,729,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33452872029429757490393622075179033488881835065376234680733700927540,1,10000253,0,0,0,0,0,0,26,QuTr_PC027_04_04,257,0,3,0,,194,194,194,194,194,0,2,2027040,0,894,3,2027040,0,894,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
19867586404185880406362196503985547719744367758705469416196735447089,1,1030,0,0,0,0,0,0,26,QuTr_PC030_01_01,177,0,1,0,,194,194,194,194,194,0,1,2030010,0,0,2,2030010,0,590,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
19972898695854437593060114531669218152063262854106018527451046424626,1,0,0,0,0,0,0,0,26,QuTr_PC030_01_02,178,0,1,0,,194,194,194,194,194,0,2,2030010,0,590,3,2030010,0,590,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
20078210987522994779758032559352888584382157949506567638705357402164,1,0,0,0,0,0,0,0,26,QuTr_PC030_01_04,179,0,1,0,,194,194,194,194,194,0,2,2030010,0,592,3,2030010,0,592,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
20183523279191551966455950587036559016701053044907116749959685156913,1,1030,0,0,0,0,0,0,26,QuTr_PC030_02_01,180,0,1,0,,194,194,194,194,194,0,1,2030020,0,0,2,2030020,0,593,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
20288835570860109153153868614720229449019948140307665861213996134451,1,0,0,0,0,0,0,0,26,QuTr_PC030_02_03,181,0,1,0,,194,194,194,194,194,0,2,2030020,0,594,3,2030020,0,594,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
20394147862528666339851786642403899881338843235708214972468323889201,1,1030,0,0,0,0,0,0,26,QuTr_PC030_03_01,182,0,1,0,,194,194,194,194,194,0,1,2030030,0,0,2,2030030,0,595,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
20499460154197223526549704670087570313657738331108764083722634866739,1,0,0,0,0,0,0,0,26,QuTr_PC030_03_03,183,0,1,0,,194,194,194,194,194,0,2,2030030,0,596,3,2030030,0,596,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
20604772445865780713247622697771240745976633426509313194976962621489,1,1030,0,0,0,0,0,0,26,QuTr_PC030_04_01,184,0,1,0,,194,194,194,194,194,0,1,2030040,0,0,2,2030040,0,597,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
20710084737534337899945540725454911178295528521909862306231273599026,1,10000320,0,0,0,0,0,0,26,QuTr_PC030_04_02,185,0,1,0,,194,194,194,194,194,0,2,2030040,0,597,3,2030040,0,597,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33558184321098314677091540102862703921200730160776856131056976212017,1,1038,0,0,0,0,0,0,26,QuTr_PC038_01_01,258,0,3,10,,194,194,194,194,194,0,1,2038010,0,0,2,2038010,0,1014,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33663496612766871863789458130546374353519625256177405242311303966769,1,1038,0,0,0,0,0,0,26,QuTr_PC038_02_01,259,0,1,1,,194,194,194,194,194,0,1,2038020,0,0,2,2038020,0,1016,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33768808904435429050487376158230044785838520351577954353565614944306,1,0,0,0,0,0,0,0,26,QuTr_PC038_02_02,260,0,1,0,,194,194,194,194,194,0,2,2038020,0,1016,3,2038020,0,1016,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33874121196103986237185294185913715218157415446978503464819942699057,1,1038,0,0,0,0,0,0,26,QuTr_PC038_03_01,261,0,3,13,,194,194,194,194,194,0,1,2038030,0,0,2,2038030,0,1018,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
33979433487772543423883212213597385650476310542379052576074253676594,1,0,0,0,0,0,0,0,26,QuTr_PC038_03_02,262,0,1,0,,194,194,194,194,194,0,2,2038030,0,1018,3,2038030,0,1018,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
34084745779441100610581130241281056082795205637779601687328581431345,1,1038,0,0,0,0,0,0,26,QuTr_PC038_04_01,264,0,1,1,,194,194,194,194,194,0,1,2038040,0,0,2,2038040,0,1020,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
34190058071109657797279048268964726515114100733180150798582892408882,1,10000398,0,0,0,0,0,0,26,QuTr_PC038_04_02,265,0,4,1,,194,194,194,194,194,0,2,2038040,0,1020,3,2038040,0,1020,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
34295370362778214983976966296648396947432995828580699909837203386419,1,0,0,0,0,0,0,0,26,QuTr_PC038_04_03,266,0,1,0,,194,194,194,194,194,0,2,2038040,0,1021,3,2038040,0,1021,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
34400682654446772170674884324332067379751890923981249021091514363956,1,0,0,0,0,0,0,0,26,QuTr_PC038_04_04,267,0,1,0,,194,194,194,194,194,0,2,2038040,0,1022,3,2038040,0,1022,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
34505994946115329357372802352015737812070786019381798132345825341493,1,10000398,0,0,0,0,0,0,26,QuTr_PC038_04_05,268,0,4,1,,194,194,194,194,194,0,2,2038040,0,1023,3,2038040,0,1023,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
25659762445956525674747688026587421497283598005735744000152760692785,1,1045,0,0,0,0,0,0,26,QuTr_PC045_01_01,233,0,1,10,,194,194,194,194,194,0,1,2045010,0,0,2,2045010,0,222,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
25765074737625082861445606054271091929602493101136293111407071670322,1,10000401,0,0,0,0,0,0,26,QuTr_PC045_01_02,234,0,3,0,,194,194,194,194,194,0,2,2045010,0,222,3,2045010,0,222,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
25870387029293640048143524081954762361921388196536842222661399425073,1,1045,0,0,0,0,0,0,26,QuTr_PC045_02_01,235,0,1,10,,194,194,194,194,194,0,1,2045020,0,0,2,2045020,0,224,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
25975699320962197234841442109638432794240283291937391333915710402610,1,10000401,0,0,0,0,0,0,26,QuTr_PC045_02_02,236,0,3,0,,194,194,194,194,194,0,2,2045020,0,224,3,2045020,0,224,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
26081011612630754421539360137322103226559178387337940445170021380147,1,10000402,0,0,0,0,0,0,26,QuTr_PC045_02_03,237,0,3,0,,194,194,194,194,194,0,2,2045020,0,463,3,2045020,0,463,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
26186323904299311608237278165005773658878073482738489556424332357684,1,10000401,0,0,0,0,0,0,26,QuTr_PC045_02_04,238,0,4,0,,194,194,194,194,194,0,2,2045020,0,464,3,2045020,0,464,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
26291636195967868794935196192689444091196968578139038667678660112433,1,0,0,0,0,0,0,0,26,QuTr_PC045_03_01,239,0,4,0,,194,194,194,194,194,0,1,2045030,0,0,2,2045030,0,466,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
26396948487636425981633114220373114523515863673539587778932971089970,1,10000401,0,0,0,0,0,0,26,QuTr_PC045_03_02,240,0,4,0,,194,194,194,194,194,0,2,2045030,0,466,3,2045030,0,466,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
26502260779304983168331032248056784955834758768940136890187282067507,1,0,0,0,0,0,0,0,26,QuTr_PC045_03_03,241,0,1,0,,194,194,194,194,194,0,2,2045030,0,467,3,2045030,0,467,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
26607573070973540355028950275740455388153653864340686001441609822257,1,1045,0,0,0,0,0,0,26,QuTr_PC045_04_01,242,0,1,0,,194,194,194,194,194,0,1,2045040,0,0,2,2045040,0,800,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
26712885362642097541726868303424125820472548959741235112695920799794,1,10000401,0,0,0,0,0,0,26,QuTr_PC045_04_02,243,0,3,0,,194,194,194,194,194,0,2,2045040,0,800,3,2045040,0,800,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
26818197654310654728424786331107796252791444055141784223950231777331,1,0,0,0,0,0,0,0,26,QuTr_PC045_04_03,244,0,4,0,,194,194,194,194,194,0,2,2045040,0,801,3,2045040,0,801,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
26923509945979211915122704358791466685110339150542333335204542754868,1,10000401,0,0,0,0,0,0,26,QuTr_PC045_04_04,245,0,3,0,,194,194,194,194,194,0,2,2045040,0,802,3,2045040,0,802,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
32294436821075628436716523770658658733373989015970480998462521290801,1,1061,0,0,0,0,0,0,26,QuTr_PC061_01_01,246,0,4,13,,194,194,194,194,194,0,1,2061010,0,0,2,2061010,0,282,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
32399749112744185623414441798342329165692884111371030109716849045553,1,1061,0,0,0,0,0,0,26,QuTr_PC061_02_01,247,0,4,13,,194,194,194,194,194,0,1,2061020,0,0,2,2061020,0,284,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
32505061404412742810112359826025999598011779206771579220971160023090,1,10000414,0,0,0,0,0,0,26,QuTr_PC061_02_02,248,0,1,10,,194,194,194,194,194,0,2,2061020,0,284,3,2061020,0,284,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
32610373696081299996810277853709670030330674302172128332225487777841,1,1061,0,0,0,0,0,0,26,QuTr_PC061_03_01,249,0,4,10,,194,194,194,194,194,0,1,2061030,0,0,2,2061030,0,864,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
32715685987749857183508195881393340462649569397572677443479815532593,1,1061,0,0,0,0,0,0,26,QuTr_PC061_04_01,250,0,4,0,,194,194,194,194,194,0,1,2061040,0,0,2,2061040,0,866,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
34716619529452443730768638407383078676708576210183110838786650484785,1,1062,0,0,0,0,0,0,26,QuTr_PC062_01_01,271,0,1,10,,194,194,194,194,194,0,1,2062010,0,0,2,2062010,0,286,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
34821931821121000917466556435066749109027471305583659950040961462322,1,0,0,0,0,0,0,0,26,QuTr_PC062_01_02,272,0,1,0,,194,194,194,194,194,0,2,2062010,0,286,3,2062010,0,286,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
34927244112789558104164474462750419541346366400984209061295272439859,1,0,0,0,0,0,0,0,26,QuTr_PC062_01_03,273,0,1,0,,194,194,194,194,194,0,2,2062010,0,287,3,2062010,0,287,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35032556404458115290862392490434089973665261496384758172549600194609,1,1062,0,0,0,0,0,0,26,QuTr_PC062_02_01,274,0,1,1,,194,194,194,194,194,0,1,2062020,0,0,2,2062020,0,469,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35137868696126672477560310518117760405984156591785307283803911172146,1,0,0,0,0,0,0,0,26,QuTr_PC062_02_02,275,0,1,0,,194,194,194,194,194,0,2,2062020,0,469,3,2062020,0,469,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35243180987795229664258228545801430838303051687185856395058222149683,1,0,0,0,0,0,0,0,26,QuTr_PC062_02_03,276,0,1,0,,194,194,194,194,194,0,2,2062020,0,470,3,2062020,0,470,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35348493279463786850956146573485101270621946782586405506312533127220,1,0,0,0,0,0,0,0,26,QuTr_PC062_02_04,277,0,1,0,,194,194,194,194,194,0,2,2062020,0,867,3,2062020,0,867,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35453805571132344037654064601168771702940841877986954617566844104757,1,0,0,0,0,0,0,0,26,QuTr_PC062_02_05,278,0,1,0,,194,194,194,194,194,0,2,2062020,0,868,3,2062020,0,868,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35559117862800901224351982628852442135259736973387503728821171859505,1,1062,0,0,0,0,0,0,26,QuTr_PC062_03_01,279,0,1,1,,194,194,194,194,194,0,1,2062030,0,0,2,2062030,0,870,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35664430154469458411049900656536112567578632068788052840075482837042,1,0,0,0,0,0,0,0,26,QuTr_PC062_03_02,280,0,1,0,,194,194,194,194,194,0,2,2062030,0,870,3,2062030,0,870,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35769742446138015597747818684219782999897527164188601951329793814579,1,0,0,0,0,0,0,0,26,QuTr_PC062_03_03,281,0,1,0,,194,194,194,194,194,0,2,2062030,0,896,3,2062030,0,896,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35875054737806572784445736711903453432216422259589151062584121569329,1,1062,0,0,0,0,0,0,26,QuTr_PC062_04_01,282,0,1,1,,194,194,194,194,194,0,1,2062040,0,0,2,2062040,0,898,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
35980367029475129971143654739587123864535317354989700173838432546866,1,0,0,0,0,0,0,0,26,QuTr_PC062_04_02,283,0,1,0,,194,194,194,194,194,0,2,2062040,0,898,3,2062040,0,898,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
36085679321143687157841572767270794296854212450390249285092743524403,1,0,0,0,0,0,0,0,26,QuTr_PC062_04_03,284,0,1,0,,194,194,194,194,194,0,2,2062040,0,899,3,2062040,0,899,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
22605705987568367260508065223764951408838860170978310690245142655025,6,0,0,7154,0,0,0,0,26,TreKP_DsT11A_001,99999999,0,0,0,,194,194,195,194,194,0,0,0,0,0,0,0,0,0,"[94043, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
22711018279236924447205983251448621841157755266378859801499453632562,6,0,0,7155,0,0,0,0,26,TreKP_DsT11A_002,99999999,0,0,0,,194,194,195,194,194,0,0,0,0,0,0,0,0,0,"[94044, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
22816330570905481633903901279132292273476650361779408912753764610099,6,0,0,7156,0,0,0,0,26,TreKP_DsT11A_003,99999999,0,0,0,,194,194,195,194,194,0,0,0,0,0,0,0,0,0,"[94045, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
22921642862574038820601819306815962705795545457179958024008075587636,6,0,0,7157,0,0,0,0,26,TreKP_DsT11A_004,99999999,0,0,0,,194,194,195,194,194,0,0,0,0,0,0,0,0,0,"[94046, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
44a76d5f6c6162656cae6554414c4b5f423034535f345f30,1,1530,0,0,0,0,0,0,26,B04S_4_0,69,0,4,0,,194,194,194,194,194,0,1,1004040,0,0,2,1004040,0,555,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
45a76d5f6c6162656cae6554414c4b5f423034535f345f31,1,0,0,0,0,0,0,0,26,B04S_4_1,70,0,0,0,,195,195,194,194,195,0,2,1004040,0,555,3,1004040,0,555,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
46a76d5f6c6162656cae6554414c4b5f423034535f345f32,1,0,0,0,0,0,0,0,26,B04S_4_2,71,0,0,0,,195,195,194,194,195,0,2,1004040,0,556,3,1004040,0,556,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
47a76d5f6c6162656cae6554414c4b5f423034535f345f33,1,1537,0,0,0,0,0,0,26,B04S_4_3,84,0,3,0,,194,194,194,194,194,0,2,1004040,0,557,3,1004040,0,557,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
963856571591988232727049872879955154797403073087438891745247032488505393,6,0,0,5030,0,0,0,0,26,eTreBX_TPDe1A1_001,99999999,0,0,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
970758317938778796514484628742232180249854182059609278300409556712304690,6,0,0,5031,0,0,0,0,26,eTreBX_TPDe1A1_002,99999999,0,0,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
977660064285569360301919384604509205702305291031779664855572080936103987,6,0,0,5032,0,0,0,0,26,eTreBX_TPDe1A1_003,99999999,0,0,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
984561810632359924089354140466786231154756400003950051410734605159903284,6,0,0,5033,0,0,0,0,26,eTreBX_TPDe1A1_004,99999999,0,0,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
21599457955547676506062102481539604214569122457445559231788979713054754119781568900158807857,1,10000208,0,0,0,0,0,0,26,Tlk_DsT11_F002_DsT11A,158,0,1,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
22108716949631298027629213903641948754831989555862043294448015142305999501779753450880458545,1,10000220,0,0,0,0,0,0,26,Tlk_DsT11_F006_DsT11A,162,0,4,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
22236031698152203408020991759167534889897706330466164310112773999618810847279299588560871217,1,10000221,0,0,0,0,0,0,26,Tlk_DsT11_F007_DsT11A,163,0,3,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
22363346446673108788412769614693121024963423105070285325777532856931622192778845726241283889,1,10000222,0,0,0,0,0,0,26,Tlk_DsT11_F008_DsT11A,164,0,1,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
22872605440756730309979881036795465565226290203486769388436568048498380031984017496331083569,1,10000226,0,0,0,0,0,0,26,Tlk_DsT11_F009_DsT11A,168,0,3,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
23636493931882162592330548169948982375620590851111495482425140365590576556950991960049540913,1,10000234,0,0,0,0,0,0,26,Tlk_DsT11_F011_DsT11A,174,0,1,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
43879538946706118074623227198517177851069558013166736973121786081049740723349150477747052338,1,10000554,0,0,0,0,0,0,26,Tlk_DsT11_F011_DsT11A,312,0,1,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
21726772704068581886453880337065190349634839232049680260746018448988561680054848047098715953,1,10000209,0,0,0,0,0,0,26,Tlk_DsT11_P002_DsT11A,159,0,1,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
21854087452589487266845658192590776484700556006653801276410777306301373025554394184779128625,1,10000211,0,0,0,0,0,0,26,Tlk_DsT11_P003_DsT11A,160,0,1,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
44006853695227023455015005054042763986135274787770858002078804693030269660480680864523575090,1,10000555,0,0,0,0,0,0,26,Tlk_DsT11_P003_DsT11A,308,0,1,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
22745290692235824929588103181269879430160573428882648386064088990578402386993866774366215985,1,10000225,0,0,0,0,0,0,26,Tlk_DsT11_P006_DsT11A,167,0,1,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
44134168443747928835406782909568350121200991562374979017743563708799406034508902189291888434,1,10000556,0,0,0,0,0,0,26,Tlk_DsT11_P006_DsT11A,309,0,1,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
23254549686319446451155214603372223970423440527299132448723124182145160226199038544456015665,1,10000229,0,0,0,0,0,0,26,Tlk_DsT11_P007_DsT11A,171,0,4,0,,194,194,194,194,194,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,0,c2de0024
