m_id,m_DebugName,m_SheetAssetPath,m_InitialLoad
3022,Ply_PC023_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC023_ja,194
3023,Ply_PC024_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC024_ja,194
3024,Ply_PC025_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC025_ja,194
3025,Ply_PC026_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC026_ja,194
3026,Ply_PC027_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC027_ja,194
3027,Ply_PC028_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC028_ja,194
3028,Ply_PC029_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC029_ja,194
3029,Ply_PC030_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC030_ja,194
3030,Ply_PC031_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC031_ja,194
3031,Ply_PC032_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC032_ja,194
3032,Ply_PC033_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC033_ja,194
3033,Ply_PC034_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC034_ja,194
3034,Ply_PC035_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC035_ja,194
3035,Ply_PC036_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC036_ja,194
3036,Ply_PC037_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC037_ja,194
3037,Ply_PC038_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC038_ja,194
3038,Ply_PC039_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC039_ja,194
3039,Ply_PC040_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC040_ja,194
3040,Ply_PC041_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC041_ja,194
3041,Ply_PC042_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC042_ja,194
3042,Ply_PC043_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC043_ja,194
3043,Ply_PC044_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC044_ja,194
3044,Ply_PC045_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC045_ja,194
3045,Ply_PC046_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC046_ja,194
3046,Ply_PC047_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC047_ja,194
3047,Ply_PC048_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC048_ja,194
3048,Ply_PC049_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC049_ja,194
3049,Ply_PC050_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC050_ja,194
3050,Ply_PC051_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC051_ja,194
3051,Ply_PC052_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC052_ja,194
3052,Ply_PC053_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC053_ja,194
3053,Ply_PC054_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC054_ja,194
3054,Ply_PC055_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC055_ja,194
3055,Ply_PC056_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC056_ja,194
3056,Ply_PC057_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC057_ja,194
3057,Ply_PC058_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC058_ja,194
3058,Ply_PC059_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC059_ja,194
3059,Ply_PC060_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC060_ja,194
3060,Ply_PC061_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC061_ja,194
3061,Ply_PC062_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC062_ja,194
3062,Ply_PC063_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC063_ja,194
3063,Ply_PC064_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC064_ja,194
3065,Ply_PC066_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC066_ja,194
3066,Ply_PC067_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC067_ja,194
3067,Ply_PC068_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC068_ja,194
6052,Ply_PC068Chld_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC068Chld_ja,194
3068,Ply_PC069_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC069_ja,194
3069,Ply_PC070_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC070_ja,194
3070,Ply_PC071_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC071_ja,194
3071,Ply_PC072_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC072_ja,194
3072,Ply_PC073_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC073_ja,194
3073,Ply_PC074_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC074_ja,194
3074,Ply_PC075_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC075_ja,194
3079,Ply_PC080_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_PC080_ja,194
3080,Ply_PC081_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC081_ja,194
3081,Ply_PC082_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC082_ja,194
3082,Ply_PC083_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC083_ja,194
3083,Ply_PC084_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC084_ja,194
3085,Ply_PC086_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC086_ja,194
3087,Ply_PC088_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC088_ja,194
3088,Ply_PC089_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC089_ja,194
3096,Ply_PC097_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC097_ja,194
3098,Ply_PC099_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC099_ja,194
3102,Ply_PC103_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC103_ja,194
3104,Ply_PC105_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC105_ja,194
3106,Ply_PC107_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC107_ja,194
3109,Ply_PC110_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC110_ja,194
3111,Ply_PC112_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC112_ja,194
3112,Ply_PC113_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC113_ja,194
3119,Ply_PC120_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC120_ja,194
3121,Ply_PC122_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC122_ja,194
3129,Ply_PC130_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC130_ja,194
3130,Ply_PC131_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC131_ja,194
3131,Ply_PC132_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC132_ja,194
3132,Ply_PC133_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC133_ja,194
3183,Ply_PC184_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC184_ja,194
3184,Ply_PC185_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC185_ja,194
3185,Ply_PC186_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC186_ja,194
3186,Ply_PC187_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_PC187_ja,194
4000,BEv_B00,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B00,194
4001,BEv_B01_01,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B01_01,194
4002,BEv_B01_02,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B01_02,194
4003,BEv_B01_03,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B01_03,194
4004,BEv_B02_01,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B02_01,194
4005,BEv_B02_02,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B02_02,194
4006,BEv_B02_03,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B02_03,194
4007,BEv_B03_01,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B03_01,194
4008,BEv_B03_02,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B03_02,194
4009,BEv_B03_03,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B03_03,194
4010,BEv_B04_00,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_00,194
4011,BEv_B04_01,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_01,194
4012,BEv_B04_02,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_02,194
4013,BEv_B04_03,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_03,194
4014,BEv_B04_04,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_04,194
4015,BEv_B04_05,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_05,194
4016,BEv_B04_06,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_06,194
4017,BEv_B04_07,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_07,194
4018,BEv_B04_08,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_08,194
4019,BEv_B04_09,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_B04_09,194
4020,BEv_B04_10,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_B04_10,194
4021,BEv_B05_00,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_B05_00,194
4022,BEv_B05_01,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_B05_01,194
4023,BEv_B05_02,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_B05_02,194
4025,BEv_B06_00,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_B06_00,194
4026,BEv_B06_01,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_B06_01,194
4027,BEv_B06_02,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_B06_02,194
4029,BEv_B07_00,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_B07_00,194
4030,BEv_B07_01,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_B07_01,194
5000,Evc_B01_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_B01_ja,195
5001,Evc_B02_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_B02_ja,195
5002,Evc_B03_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_B03_ja,195
5003,Evc_B04_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_B04_ja,195
6051,Evc_B04a_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_B04a_ja,195
6001,Evc_B05_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_B05_ja,195
6002,Evc_B06_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_B06_ja,195
6003,Evc_B07_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_etc_B07_ja,195
6039,Evc_B07a_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_B07a_ja,195
6075,Evc_B01a_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_B01a_ja,195
6076,Evc_B02a_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_B02a_ja,195
6077,Evc_B04b_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_B04b_ja,195
6078,Evc_B05a_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_B05a_ja,195
6079,Evc_B06a_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_B06a_ja,195
6080,Evc_B07b_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_etc_B07b_ja,195
6000,Ply_Gacha_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_Gacha_ja,195
6004,Ply_Gacha_101_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_Gacha_101_ja,195
6005,Ply_Gacha_102_ja,/Game/Sound/Resource/1_0_0/VO/ja/CueSheet_VO_Gacha_102_ja,195
6006,Ply_Gacha_110_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_110_ja,195
6007,Ply_Gacha_111_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_111_ja,195
6008,Ply_Gacha_112_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_112_ja,195
6009,Ply_Gacha_120_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_120_ja,195
6010,Ply_Gacha_121_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_121_ja,195
6011,Ply_Gacha_130_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_130_ja,195
6012,Ply_Gacha_131_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_131_ja,195
6013,Ply_Gacha_140_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_140_ja,195
6014,Ply_Gacha_141_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_141_ja,195
6015,Ply_Gacha_150_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_150_ja,195
6016,Ply_Gacha_151_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_151_ja,195
6017,Ply_Gacha_160_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_160_ja,195
6018,Ply_Gacha_161_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_161_ja,195
6053,Ply_Gacha_162_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_162_ja,195
6019,Ply_Gacha_170_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_170_ja,195
6020,Ply_Gacha_171_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_171_ja,195
6021,Ply_Gacha_180_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_180_ja,195
6022,Ply_Gacha_181_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_181_ja,195
6023,Ply_Gacha_190_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_190_ja,195
6024,Ply_Gacha_191_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_191_ja,195
6025,Ply_Gacha_1100_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_1100_ja,195
6026,Ply_Gacha_1101_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_1101_ja,195
6027,Ply_Gacha_1110_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_1110_ja,195
6028,Ply_Gacha_1111_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_1111_ja,195
6029,Ply_Gacha_1120_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_1120_ja,195
6030,Ply_Gacha_1121_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_1121_ja,195
6055,Ply_Gacha_ClbBD_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_ClbBD_ja,195
6096,Ply_Gacha_PC071_ja,/Game/Sound/Resource/1_0_0/VO_DLC/ja/CueSheet_VO_Gacha_PC071_ja,195
