m_id,m_DisplayName,m_FlipbookID,m_NpcCharaID,m_ScaleX,m_ScaleY,m_HitPosX,m_HitPosY,m_HitScaleX,m_HitScaleY,m_Size,m_WeakID,m_EffectOffsetX,m_EffectOffsetY,m_EffectFromBottomOffsetY,m_AilmentInfoOffsetX,m_AilmentOffset,m_DamageOffsetX,m_DamageOffsetY,m_CursorOffsetX,m_CursorOffsetY,m_SupportOffsetY,m_SupportOffsetX,m_CallSE,m_VoiceSymbol,m_OrderTexUS,m_OrderTexVS,m_OrderScaleS,m_OrderTexUL,m_OrderTexVL,m_OrderScaleL,m_AttachEffect,m_BattleAttachEffectOffsetX,m_BattleAttachEffectOffsetY,m_FieldAttachEffect,m_FieldAttachEffectOffsetX,m_FieldAttachEffectOffsetY
109,49294,"[10, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,4920,0.4000000059604645,0.5,0.0,0.0,20014,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12534,0,0.05000000074505806,0.10000000149011612,1.2999999523162842,0.019999999552965164,0.15000000596046448,1.0,0,0,0,0,0,0
110,49295,"[11, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,5019,0.4000000059604645,0.5,0.0,0.0,20015,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12525,0,0.12999999523162842,-0.05000000074505806,1.5,0.10000000149011612,0.019999999552965164,1.0,0,0,0,0,0,0
111,49296,"[12, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,4152,0.4000000059604645,0.5,0.0,0.0,20016,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12557,0,0.23999999463558197,0.27000001072883606,1.5,0.25,0.25,1.100000023841858,0,0,0,0,0,0
112,49299,"[13, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2025,0.4000000059604645,0.5,0.0,0.0,20017,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12492,0,-0.03999999910593033,-0.25999999046325684,1.7000000476837158,-0.05000000074505806,-0.15000000596046448,1.0,0,0,0,0,0,0
113,49300,"[14, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2302,0.4000000059604645,0.5,0.0,0.0,20018,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,271,0,0.10000000149011612,-0.20000000298023224,2.0,0.10000000149011612,-0.05999999865889549,1.0,0,0,0,0,0,0
114,49301,"[15, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,1558,0.4000000059604645,0.5,0.0,0.0,20019,0.20000000298023224,1.0,0.0,0.5,0.0,0.0,12545,0,0.03999999910593033,0.03999999910593033,1.5,0.03999999910593033,0.03999999910593033,1.2000000476837158,0,0,0,0,0,0
115,49302,"[16, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2079,0.4000000059604645,0.5,0.0,0.0,20020,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,262,0,0.4000000059604645,-0.30000001192092896,1.2000000476837158,0.4000000059604645,-0.25,1.0,0,0,0,0,0,0
116,49309,"[17, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,3206,0.4000000059604645,0.5,0.0,0.0,20025,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12540,0,0.15000000596046448,-0.20000000298023224,1.5,0.1599999964237213,-0.1599999964237213,1.2999999523162842,0,0,0,0,0,0
117,49310,"[18, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2257,0.4000000059604645,0.5,0.0,0.0,20026,0.20000000298023224,1.0,0.0,0.5,0.0,0.0,12545,0,0.0,0.03999999910593033,1.0,0.009999999776482582,0.03999999910593033,1.0,0,0,0,0,0,0
118,49311,"[19, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,1875,0.4000000059604645,0.5,0.0,0.0,20027,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12540,0,0.15000000596046448,-0.20000000298023224,1.5,0.1599999964237213,-0.1599999964237213,1.2999999523162842,0,0,0,0,0,0
119,49312,"[20, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2536,0.4000000059604645,0.5,0.0,0.0,20028,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,269,0,0.11999999731779099,0.0,1.5,0.10000000149011612,0.0,1.0,0,0,0,0,0,0
120,49321,"[21, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,3088,0.4000000059604645,0.5,0.0,0.0,20033,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12508,0,0.41999998688697815,-0.20000000298023224,1.0,0.44999998807907104,-0.25,1.0,0,0,0,0,0,0
121,49322,"[22, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2839,0.4000000059604645,0.5,0.0,0.0,20034,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12508,0,0.41999998688697815,-0.20000000298023224,1.0,0.44999998807907104,-0.25,1.0,0,0,0,0,0,0
122,49323,"[23, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,1595,0.4000000059604645,0.5,0.0,0.0,20035,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,269,0,0.15000000596046448,0.10000000149011612,1.5,0.15000000596046448,0.10000000149011612,1.0,0,0,0,0,0,0
123,49324,"[24, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2706,0.4000000059604645,0.5,0.0,0.0,20036,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12523,0,0.05999999865889549,-0.10000000149011612,0.699999988079071,0.03999999910593033,-0.10000000149011612,0.699999988079071,0,0,0,0,0,0
124,49326,"[25, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,4375,0.4000000059604645,0.5,0.0,0.0,20037,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12502,0,0.2800000011920929,0.0,1.5,0.25,-0.019999999552965164,1.0,0,0,0,0,0,0
125,49327,"[26, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,4957,0.4000000059604645,0.5,0.0,0.0,20038,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12539,0,0.10000000149011612,-0.1599999964237213,1.5,0.07999999821186066,-0.15000000596046448,1.2000000476837158,0,0,0,0,0,0
126,49328,"[27, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,3685,0.4000000059604645,0.5,0.0,0.0,20039,0.20000000298023224,1.0,0.0,0.5,0.0,0.0,12545,0,0.03999999910593033,0.03999999910593033,1.5,0.03999999910593033,0.03999999910593033,1.2000000476837158,0,0,0,0,0,0
127,49329,"[28, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,5292,0.4000000059604645,0.5,0.0,0.0,20040,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,269,0,0.07999999821186066,0.05999999865889549,1.5,0.03999999910593033,0.03999999910593033,1.0,0,0,0,0,0,0
128,49336,"[29, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,4363,0.4000000059604645,0.5,0.0,0.0,20045,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12519,0,0.30000001192092896,-0.10000000149011612,1.5,0.23000000417232513,0.0,0.8999999761581421,0,0,0,0,0,0
129,49337,"[30, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,4127,0.4000000059604645,0.5,0.0,0.0,20046,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12557,0,0.30000001192092896,0.10000000149011612,1.5,0.25,0.10000000149011612,1.0,0,0,0,0,0,0
130,49338,"[31, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,5665,0.4000000059604645,0.5,0.0,0.0,20047,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,12498,0,0.03999999910593033,0.019999999552965164,1.2000000476837158,0.03999999910593033,0.019999999552965164,1.2000000476837158,0,0,0,0,0,0
131,49339,"[32, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,3708,0.4000000059604645,0.5,0.0,0.0,20048,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12565,0,0.36000001430511475,0.15000000596046448,1.600000023841858,0.3400000035762787,0.10000000149011612,1.0,0,0,0,0,0,0
132,49342,"[33, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,4183,0.4000000059604645,0.5,0.0,0.0,20049,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12557,0,0.23999999463558197,0.27000001072883606,1.5,0.25,0.25,1.100000023841858,0,0,0,0,0,0
133,49343,"[34, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,3802,0.4000000059604645,0.5,0.0,0.0,20050,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,12528,0,0.10000000149011612,0.0,1.5,0.10000000149011612,0.019999999552965164,1.0,0,0,0,0,0,0
134,49344,"[35, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,5111,0.4000000059604645,0.5,0.0,0.0,20051,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,12489,0,0.20000000298023224,0.0,1.5,0.15000000596046448,0.05000000074505806,1.0,0,0,0,0,0,0
135,49345,"[36, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,4153,0.4000000059604645,0.5,0.0,0.0,20052,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12519,0,0.30000001192092896,-0.10000000149011612,1.5,0.23000000417232513,0.0,0.8999999761581421,0,0,0,0,0,0
136,49348,"[37, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,1764,0.4000000059604645,0.5,0.0,0.0,20053,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12565,0,0.36000001430511475,0.15000000596046448,1.600000023841858,0.3400000035762787,0.18000000715255737,1.0,0,0,0,0,0,0
137,49349,"[38, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2501,0.4000000059604645,0.5,0.0,0.0,20054,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,269,0,0.10000000149011612,0.0,1.5,0.03999999910593033,0.0,1.0,0,0,0,0,0,0
138,49350,"[39, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2427,0.4000000059604645,0.5,0.0,0.0,20055,0.20000000298023224,1.0,0.0,0.5,0.0,0.0,12545,0,0.0,0.03999999910593033,1.0,0.009999999776482582,0.03999999910593033,1.0,0,0,0,0,0,0
139,49351,"[40, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2076,0.4000000059604645,0.5,0.0,0.0,20056,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,262,0,0.4000000059604645,-0.30000001192092896,1.2000000476837158,0.4000000059604645,-0.25,1.0,0,0,0,0,0,0
140,49360,"[41, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2940,0.4000000059604645,0.5,0.0,0.0,20061,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,276,0,0.0,-0.20000000298023224,1.5,0.0,-0.10000000149011612,1.0,0,0,0,0,0,0
141,49361,"[42, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2367,0.4000000059604645,0.5,0.0,0.0,20062,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12539,0,0.10000000149011612,-0.15000000596046448,1.5,0.07999999821186066,-0.07999999821186066,1.0,0,0,0,0,0,0
142,49362,"[43, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2428,0.4000000059604645,0.5,0.0,0.0,20063,0.20000000298023224,1.0,0.0,0.5,0.0,0.0,12545,0,0.03999999910593033,0.03999999910593033,1.5,0.03999999910593033,0.03999999910593033,1.2000000476837158,0,0,0,0,0,0
143,49363,"[44, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2077,0.4000000059604645,0.5,0.0,0.0,20064,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,262,0,0.4000000059604645,-0.30000001192092896,1.2000000476837158,0.4000000059604645,-0.25,1.0,0,0,0,0,0,0
144,49372,"[45, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2640,0.4000000059604645,0.5,0.0,0.0,20069,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,12563,0,0.009999999776482582,0.03999999910593033,1.2000000476837158,0.019999999552965164,0.05000000074505806,1.0,0,0,0,0,0,0
145,49373,"[46, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2742,0.4000000059604645,0.5,0.0,0.0,20070,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12523,0,0.05999999865889549,-0.10000000149011612,0.699999988079071,0.03999999910593033,-0.10000000149011612,0.699999988079071,0,0,0,0,0,0
146,49374,"[47, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2804,0.4000000059604645,0.5,0.0,0.0,20071,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12519,0,0.30000001192092896,-0.10000000149011612,1.5,0.23000000417232513,0.0,0.8999999761581421,0,0,0,0,0,0
147,49375,"[48, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,1901,0.4000000059604645,0.5,0.0,0.0,20072,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12502,0,0.30000001192092896,0.15000000596046448,1.5,0.25,0.15000000596046448,1.0,0,0,0,0,0,0
148,49382,"[49, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,5722,0.4000000059604645,0.5,0.0,0.0,20077,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,276,0,-0.03999999910593033,-0.30000001192092896,1.5,-0.019999999552965164,-0.20000000298023224,1.0,0,0,0,0,0,0
149,49383,"[50, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,3725,0.4000000059604645,0.5,0.0,0.0,20078,0.20000000298023224,1.0,0.0,0.5,0.0,0.0,12545,0,0.03999999910593033,0.03999999910593033,1.5,0.03999999910593033,0.03999999910593033,1.2000000476837158,0,0,0,0,0,0
150,49384,"[51, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,4986,0.4000000059604645,0.5,0.0,0.0,20079,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,276,0,0.10000000149011612,-0.30000001192092896,1.5,0.09000000357627869,-0.20000000298023224,1.0,0,0,0,0,0,0
151,49385,"[52, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,4326,0.4000000059604645,0.5,0.0,0.0,20080,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12539,0,0.10000000149011612,-0.15000000596046448,1.5,0.07999999821186066,-0.07999999821186066,1.0,0,0,0,0,0,0
152,49392,"[53, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,5770,0.4000000059604645,0.5,0.0,0.0,20085,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12504,0,0.05999999865889549,-0.07999999821186066,1.2000000476837158,0.03999999910593033,-0.019999999552965164,1.0,0,0,0,0,0,0
153,49393,"[54, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,3664,0.4000000059604645,0.5,0.0,0.0,20086,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12530,0,0.20000000298023224,0.05000000074505806,1.5,0.15000000596046448,0.029999999329447746,1.0,0,0,0,0,0,0
154,49394,"[55, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,4212,0.4000000059604645,0.5,0.0,0.0,20087,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,263,0,0.20000000298023224,-0.019999999552965164,1.2000000476837158,0.20000000298023224,0.0,1.0,0,0,0,0,0,0
155,49395,"[56, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,6400,0.4000000059604645,0.5,0.0,0.0,20088,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,12489,0,0.20000000298023224,0.0,1.5,0.15000000596046448,0.05000000074505806,1.0,0,0,0,0,0,0
156,49398,"[57, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,4378,0.4000000059604645,0.5,0.0,0.0,20089,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12530,0,0.20000000298023224,0.05000000074505806,1.5,0.15000000596046448,0.029999999329447746,1.0,0,0,0,0,0,0
157,49399,"[58, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,6400,0.4000000059604645,0.5,0.0,0.0,20090,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,12489,0,0.17000000178813934,0.05000000074505806,1.5,0.15000000596046448,0.05000000074505806,1.0,0,0,0,0,0,0
158,49400,"[59, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,4025,0.4000000059604645,0.5,0.0,0.0,20091,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12533,0,0.10000000149011612,-0.019999999552965164,0.699999988079071,0.05999999865889549,-0.019999999552965164,0.699999988079071,0,0,0,0,0,0
159,49401,"[60, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,5971,0.4000000059604645,0.5,0.0,0.0,20092,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12504,0,0.05999999865889549,-0.07999999821186066,1.2000000476837158,0.03999999910593033,-0.019999999552965164,1.0,0,0,0,0,0,0
160,49404,"[61, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2016,0.4000000059604645,0.5,0.0,0.0,20093,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,263,0,0.20000000298023224,-0.019999999552965164,1.2000000476837158,0.20000000298023224,0.0,1.0,0,0,0,0,0,0
161,49405,"[62, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2210,0.4000000059604645,0.5,0.0,0.0,20094,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12553,0,0.03999999910593033,-0.10000000149011612,1.5,0.0,-0.03999999910593033,1.0,0,0,0,0,0,0
162,49406,"[63, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2084,0.4000000059604645,0.5,0.0,0.0,20095,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,262,0,0.4000000059604645,-0.30000001192092896,1.2000000476837158,0.4000000059604645,-0.25,1.0,0,0,0,0,0,0
163,49407,"[64, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2420,0.4000000059604645,0.5,0.0,0.0,20096,0.20000000298023224,1.0,0.0,0.5,0.0,0.0,12545,0,0.03999999910593033,0.03999999910593033,1.5,0.03999999910593033,0.03999999910593033,1.2000000476837158,0,0,0,0,0,0
164,49409,"[65, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2282,0.4000000059604645,0.5,0.0,0.0,20097,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12539,0,0.10000000149011612,-0.15000000596046448,1.5,0.07999999821186066,-0.07999999821186066,1.0,0,0,0,0,0,0
165,49410,"[66, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,1826,0.4000000059604645,0.5,0.0,0.0,20098,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12539,0,0.10000000149011612,-0.15000000596046448,1.5,0.07999999821186066,-0.07999999821186066,1.0,0,0,0,0,0,0
166,49411,"[67, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2115,0.4000000059604645,0.5,0.0,0.0,20099,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,262,0,0.4000000059604645,-0.30000001192092896,1.2000000476837158,0.4000000059604645,-0.25,1.0,0,0,0,0,0,0
167,49412,"[68, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc01,2501,0.4000000059604645,0.5,0.0,0.0,20100,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,264,0,0.0,-0.05000000074505806,1.0,0.0,-0.10000000149011612,1.0,0,0,0,0,0,0
168,49421,"[69, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,2759,0.4000000059604645,0.5,0.0,0.0,20105,0.20000000298023224,1.0,0.0,0.4000000059604645,0.0,0.0,12553,0,0.03999999910593033,-0.10000000149011612,1.5,0.0,-0.03999999910593033,1.0,0,0,0,0,0,0
169,49422,"[70, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,3343,0.4000000059604645,0.5,0.0,0.0,20106,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,12498,0,0.07000000029802322,0.0,1.2000000476837158,0.05999999865889549,0.0,1.0,0,0,0,0,0,0
170,49323,"[71, 0, 0, 0]","[0, 0, 0, 0]",1.0,1.0,0.0,0.0,1.0,1.0,cc00,1595,0.4000000059604645,0.5,0.0,0.0,20035,0.20000000298023224,1.0,0.0,0.6000000238418579,0.0,0.0,270,0,0.15000000596046448,0.10000000149011612,1.5,0.15000000596046448,0.10000000149011612,1.0,0,0,0,0,0,0
