m_id,m_ShowOrder,m_CategoryID,m_Rare,m_IconID,m_NameID,m_DetailID,m_ParamList
217,60001,5,1,714,11997,16962,"[10, 50, 60, 81]"
218,60002,5,1,714,11998,16962,"[15, 48, 58, 79]"
219,60003,5,1,712,11999,16962,"[21, 49, 59, 80]"
220,60004,5,1,712,12000,16962,"[33, 51, 61, 82]"
221,60005,5,1,714,12001,16962,"[42, 54, 64, 85]"
222,60006,5,1,714,12002,16962,"[50, 54, 64, 85]"
223,60007,5,1,712,12003,16962,"[63, 55, 65, 85]"
224,60008,5,1,712,12004,16962,"[76, 52, 62, 83]"
225,60009,5,1,712,12005,16962,"[88, 53, 63, 84]"
226,60010,5,1,712,12006,16962,"[97, 52, 62, 83]"
227,60011,5,1,714,12007,16962,"[117, 22, 24, 25]"
228,60012,5,1,714,12008,16962,"[130, 131, 0, 0]"
229,60013,5,1,712,12009,16962,"[148, 1, 5, 6]"
230,60014,5,1,712,12010,16962,"[158, 7, 0, 0]"
231,60015,5,1,712,12011,16962,"[180, 8, 9, 125]"
232,60016,5,1,712,12012,16962,"[188, 73, 0, 0]"
233,60017,5,1,714,12013,16962,"[202, 75, 76, 0]"
234,60018,5,1,712,12014,16962,"[224, 74, 130, 0]"
235,60019,5,1,714,12015,16962,"[237, 27, 0, 0]"
236,60020,5,1,712,12016,16962,"[248, 28, 126, 0]"
237,60021,5,1,714,12017,16962,"[270, 36, 0, 0]"
238,60022,5,1,714,12018,16962,"[278, 38, 40, 0]"
239,60023,5,1,714,12019,16962,"[303, 37, 128, 0]"
240,60024,5,1,712,12020,16962,"[317, 123, 124, 0]"
241,60025,5,1,714,12021,16962,"[342, 10, 11, 12]"
242,60026,5,1,714,12022,16962,"[346, 10012, 10013, 0]"
243,60027,5,1,714,12023,16962,"[359, 10005, 10006, 10008]"
244,60028,5,1,712,12024,16962,"[368, 10022, 10023, 10025]"
245,60029,5,1,712,16960,16962,"[379, 100016, 0, 0]"
246,60030,5,1,714,20164,16962,"[382, 10016, 10017, 10019]"
247,60031,5,1,712,20165,16962,"[395, 10029, 100023, 100024]"
518,10059,5,1,8320,16884,17230,"[3000, 0, 0, 0]"
519,10061,5,1,8320,16885,17230,"[5000, 0, 0, 0]"
520,10068,5,1,8320,16886,17230,"[8000, 0, 0, 0]"
521,10074,5,1,8320,16887,17231,"[15000, 0, 0, 0]"
522,10077,5,1,8320,16888,17231,"[20000, 0, 0, 0]"
553,10081,5,1,8320,16968,17231,"[25000, 0, 0, 0]"
554,10082,5,1,8320,16969,17231,"[35000, 0, 0, 0]"
555,10083,5,1,8320,16970,17232,"[50000, 0, 0, 0]"
556,10085,5,1,8320,16971,17232,"[75000, 0, 0, 0]"
557,10086,5,1,8320,16972,17232,"[100000, 0, 0, 0]"
523,10019,5,1,8320,16889,17229,"[14, 0, 0, 0]"
524,10023,5,1,8320,16890,17229,"[20, 0, 0, 0]"
525,10031,5,1,8320,16891,17229,"[100, 0, 0, 0]"
526,10036,5,1,8320,16892,17229,"[200, 0, 0, 0]"
527,10042,5,1,8320,16893,17229,"[300, 0, 0, 0]"
528,10043,5,1,8320,16894,17230,"[500, 0, 0, 0]"
529,10049,5,1,8320,16895,17230,"[700, 0, 0, 0]"
530,10052,5,1,8320,16896,17230,"[990, 0, 0, 0]"
531,10053,5,1,8320,16897,17230,"[2200, 0, 0, 0]"
532,10060,5,1,8320,16898,17230,"[4000, 0, 0, 0]"
598,10069,5,1,8320,17013,17230,"[9500, 0, 0, 0]"
599,10075,5,1,8320,17014,17231,"[15000, 0, 0, 0]"
600,10078,5,1,8320,17015,17231,"[20000, 0, 0, 0]"
602,10087,5,1,8320,17017,17232,"[100000, 0, 0, 0]"
603,10088,5,1,8320,17018,17229,"[100, 0, 0, 0]"
604,10089,5,1,8320,17019,17229,"[230, 0, 0, 0]"
605,10090,5,1,8320,17020,17230,"[1000, 0, 0, 0]"
606,10091,5,1,8320,17021,17231,"[10000, 0, 0, 0]"
607,10092,5,1,8320,17022,17230,"[500, 0, 0, 0]"
2028,10093,5,1,8320,40027,17230,"[500, 0, 0, 0]"
2045,10210,5,1,8320,40083,17230,"[5000, 0, 0, 0]"
2046,10211,5,1,8320,40091,17230,"[1200, 0, 0, 0]"
2047,10212,5,1,8320,40095,17230,"[2000, 0, 0, 0]"
2048,10213,5,1,8320,40084,17230,"[750, 0, 0, 0]"
2049,10214,5,1,8320,40085,17230,"[7500, 0, 0, 0]"
2050,10215,5,1,8320,40086,17231,"[15000, 0, 0, 0]"
2051,10216,5,1,8320,40087,17231,"[30000, 0, 0, 0]"
2061,10217,5,1,8320,40099,17230,"[10000, 0, 0, 0]"
2078,10218,5,1,8320,40132,17231,"[20000, 0, 0, 0]"
2079,10219,5,1,8320,40133,17230,"[2000, 0, 0, 0]"
2080,10220,5,1,8320,40134,17230,"[1500, 0, 0, 0]"
2108,10224,5,1,8320,40352,17231,"[10000, 0, 0, 0]"
2109,10225,5,1,8320,40353,17229,"[50, 0, 0, 0]"
2110,10226,5,1,8320,40354,17229,"[10, 0, 0, 0]"
2119,10227,5,1,8320,40493,17230,"[500, 0, 0, 0]"
2120,10228,5,1,8320,40494,17230,"[1500, 0, 0, 0]"
2121,10229,5,1,8320,40495,17230,"[2500, 0, 0, 0]"
533,10001,5,1,8320,16899,17229,"[1, 0, 0, 0]"
534,10002,5,1,8320,16900,17229,"[2, 0, 0, 0]"
535,10003,5,1,8320,16901,17229,"[3, 0, 0, 0]"
536,10004,5,1,8320,16902,17229,"[4, 0, 0, 0]"
537,10005,5,1,8320,16903,17229,"[5, 0, 0, 0]"
538,10006,5,1,8320,16904,17229,"[5, 0, 0, 0]"
539,10007,5,1,8320,16905,17229,"[5, 0, 0, 0]"
540,10008,5,1,8320,16906,17229,"[5, 0, 0, 0]"
541,10009,5,1,8320,16907,17229,"[5, 0, 0, 0]"
542,10010,5,1,8320,16908,17229,"[5, 0, 0, 0]"
543,10011,5,1,8320,16909,17229,"[5, 0, 0, 0]"
544,10012,5,1,8320,16910,17229,"[6, 0, 0, 0]"
545,10013,5,1,8320,16911,17229,"[6, 0, 0, 0]"
546,10014,5,1,8320,16912,17229,"[8, 0, 0, 0]"
547,10015,5,1,8320,16913,17229,"[10, 0, 0, 0]"
548,10016,5,1,8320,16914,17229,"[10, 0, 0, 0]"
549,10017,5,1,8320,16915,17229,"[10, 0, 0, 0]"
550,10018,5,1,8320,16916,17229,"[10, 0, 0, 0]"
551,10020,5,1,8320,16917,17229,"[15, 0, 0, 0]"
552,10021,5,1,8320,16918,17229,"[15, 0, 0, 0]"
558,10022,5,1,8320,16973,17229,"[15, 0, 0, 0]"
559,10024,5,1,8320,16974,17229,"[25, 0, 0, 0]"
560,10025,5,1,8320,16975,17229,"[30, 0, 0, 0]"
561,10026,5,1,8320,16976,17229,"[40, 0, 0, 0]"
562,10027,5,1,8320,16977,17229,"[40, 0, 0, 0]"
563,10028,5,1,8320,16978,17229,"[50, 0, 0, 0]"
564,10029,5,1,8320,16979,17229,"[50, 0, 0, 0]"
565,10030,5,1,8320,16980,17229,"[50, 0, 0, 0]"
566,10032,5,1,8320,16981,17229,"[100, 0, 0, 0]"
567,10034,5,1,8320,16982,17229,"[130, 0, 0, 0]"
568,10037,5,1,8320,16983,17229,"[200, 0, 0, 0]"
569,10038,5,1,8320,16984,17229,"[200, 0, 0, 0]"
570,10039,5,1,8320,16985,17229,"[200, 0, 0, 0]"
571,10044,5,1,8320,16986,17230,"[500, 0, 0, 0]"
572,10047,5,1,8320,16987,17230,"[600, 0, 0, 0]"
573,10048,5,1,8320,16988,17230,"[600, 0, 0, 0]"
574,10050,5,1,8320,16989,17230,"[750, 0, 0, 0]"
575,10051,5,1,8320,16990,17230,"[800, 0, 0, 0]"
576,10054,5,1,8320,16991,17230,"[2200, 0, 0, 0]"
577,10035,5,1,8320,16992,17229,"[150, 0, 0, 0]"
578,10079,5,1,8320,16993,17231,"[20000, 0, 0, 0]"
579,10033,5,1,8320,16994,17229,"[100, 0, 0, 0]"
580,10062,5,1,8320,16995,17230,"[5000, 0, 0, 0]"
581,10045,5,1,8320,16996,17230,"[500, 0, 0, 0]"
582,10040,5,1,8320,16997,17229,"[250, 0, 0, 0]"
583,10041,5,1,8320,16998,17229,"[250, 0, 0, 0]"
584,10055,5,1,8320,16999,17230,"[2500, 0, 0, 0]"
585,10056,5,1,8320,17000,17230,"[2500, 0, 0, 0]"
586,10057,5,1,8320,17001,17230,"[2500, 0, 0, 0]"
587,10063,5,1,8320,17002,17230,"[5000, 0, 0, 0]"
588,10064,5,1,8320,17003,17230,"[5000, 0, 0, 0]"
589,10065,5,1,8320,17004,17230,"[5000, 0, 0, 0]"
590,10070,5,1,8320,17005,17231,"[10000, 0, 0, 0]"
591,10071,5,1,8320,17006,17231,"[10000, 0, 0, 0]"
592,10072,5,1,8320,17007,17231,"[10000, 0, 0, 0]"
2052,10201,5,1,8320,40088,17229,"[20, 0, 0, 0]"
2053,10202,5,1,8320,40089,17230,"[500, 0, 0, 0]"
2054,10203,5,1,8320,40090,17229,"[100, 0, 0, 0]"
2055,10204,5,1,8320,40092,17229,"[200, 0, 0, 0]"
2056,10205,5,1,8320,40093,17230,"[500, 0, 0, 0]"
2057,10206,5,1,8320,40094,17229,"[20, 0, 0, 0]"
2058,10207,5,1,8320,40096,17229,"[10, 0, 0, 0]"
2059,10208,5,1,8320,40097,17229,"[10, 0, 0, 0]"
2060,10209,5,1,8320,40098,17230,"[600, 0, 0, 0]"
2077,10224,5,1,8320,40125,17230,"[5000, 0, 0, 0]"
800,10100,5,1,8320,19000,17230,"[500, 0, 0, 0]"
801,10101,5,1,8320,19001,17230,"[2500, 0, 0, 0]"
802,10102,5,1,8320,19002,17230,"[5000, 0, 0, 0]"
803,10103,5,1,8320,19003,17231,"[10000, 0, 0, 0]"
804,10104,5,1,8320,19004,17231,"[15000, 0, 0, 0]"
805,10105,5,1,8320,19005,17231,"[20000, 0, 0, 0]"
2071,10218,5,1,8320,40113,17230,"[3000, 0, 0, 0]"
2072,10219,5,1,8320,40114,17230,"[7000, 0, 0, 0]"
2073,10220,5,1,8320,40115,17231,"[10000, 0, 0, 0]"
2074,10221,5,1,8320,40116,17230,"[4000, 0, 0, 0]"
2075,10222,5,1,8320,40117,17230,"[8000, 0, 0, 0]"
2076,10223,5,1,8320,40118,17231,"[12000, 0, 0, 0]"
2000,50000,5,0,711,12109,30007,"[5000, 10012, 10013, 0]"
2001,50001,5,0,711,12110,30007,"[10000, 10012, 10013, 0]"
2002,50002,5,0,711,12111,30007,"[50000, 10012, 0, 0]"
2003,50003,5,0,711,12112,30007,"[50000, 10013, 0, 0]"
2004,50010,5,0,711,12114,30007,"[5000, 10005, 10006, 10008]"
2005,50011,5,0,711,12115,30007,"[10000, 10005, 10006, 10008]"
2006,50012,5,0,711,12116,30007,"[50000, 10008, 0, 0]"
2007,50013,5,0,711,12117,30007,"[50000, 10006, 10008, 0]"
2008,50020,5,0,711,12119,30007,"[6000, 10023, 10024, 0]"
2009,50021,5,0,711,12120,30007,"[12000, 10023, 10024, 0]"
2010,50022,5,0,711,12121,30007,"[60000, 10024, 0, 0]"
2011,50023,5,0,711,12122,30007,"[60000, 10023, 10024, 0]"
2012,50030,5,0,711,12124,30007,"[6000, 100016, 100017, 0]"
2013,50031,5,0,711,12125,30007,"[12000, 100016, 100017, 0]"
2014,50032,5,0,711,12126,30007,"[60000, 100016, 100017, 0]"
2015,50033,5,0,711,12127,30007,"[60000, 100016, 100017, 0]"
2016,50040,5,0,711,12129,30007,"[7000, 10017, 10018, 0]"
2017,50041,5,0,711,12130,30007,"[14000, 10017, 10018, 0]"
2018,50042,5,0,711,12131,30007,"[70000, 10018, 0, 0]"
2019,50043,5,0,711,12132,30007,"[70000, 10017, 10018, 0]"
2020,50050,5,0,711,12134,30007,"[7000, 100023, 100024, 0]"
2021,50051,5,0,711,12135,30007,"[14000, 100023, 100024, 0]"
2022,50052,5,0,711,12136,30007,"[70000, 100024, 0, 0]"
2023,50053,5,0,711,12137,30007,"[70000, 100023, 100024, 0]"
2062,50104,5,0,711,40100,30007,"[100000, 100076, 0, 0]"
2063,50105,5,0,711,40101,30007,"[100000, 100083, 0, 0]"
2064,50106,5,0,711,40102,30007,"[100000, 100077, 0, 0]"
2065,50107,5,0,711,40103,30007,"[100000, 100078, 0, 0]"
2066,50108,5,0,711,40104,30007,"[100000, 100082, 0, 0]"
2067,50109,5,0,711,40105,30007,"[100000, 100081, 0, 0]"
2068,50110,5,0,711,40106,30007,"[100000, 100080, 0, 0]"
2069,50111,5,0,711,40107,30007,"[100000, 100079, 0, 0]"
2070,50112,5,0,711,40108,30007,"[100000, 0, 0, 0]"
2081,50121,5,0,710,40135,16962,"[181, 100120, 0, 0]"
2090,50122,5,0,710,40299,16962,"[185, 100120, 0, 0]"
2091,50123,5,0,712,40300,16962,"[190, 100120, 0, 0]"
2092,50126,5,0,710,40301,16962,"[290, 100121, 0, 0]"
2093,50127,5,0,712,40302,16962,"[290, 100121, 0, 0]"
2094,50128,5,0,710,40303,16962,"[332, 100122, 0, 0]"
2095,50129,5,0,712,40304,16962,"[327, 100122, 0, 0]"
2096,50130,5,0,711,40305,16962,"[500, 100121, 0, 0]"
2097,50131,5,0,711,40306,16962,"[2000, 100121, 100122, 0]"
2098,50132,5,0,711,40307,16962,"[5000, 100122, 0, 0]"
2099,50133,5,0,711,40308,16962,"[5000, 100122, 0, 0]"
2100,50134,5,0,8109,40309,16962,"[100, 0, 0, 0]"
2101,50135,5,0,8244,40310,16962,"[100, 0, 0, 0]"
2102,50136,5,0,8249,40311,16962,"[100, 0, 0, 0]"
2103,50137,5,0,8254,40312,16962,"[100, 0, 0, 0]"
2104,50138,5,0,8259,40313,16962,"[100, 0, 0, 0]"
2105,50139,5,0,8264,40314,16962,"[100, 0, 0, 0]"
2106,50140,5,0,8269,40315,16962,"[100, 0, 0, 0]"
2107,50141,5,0,8274,40316,16962,"[100, 0, 0, 0]"
2111,50113,5,0,711,40355,30007,"[100000, 100104, 0, 0]"
