m_id,m_ShowOrder,m_CategoryID,m_Rare,m_IconID,m_NameID,m_DetailID,m_ParamList
50328,1,3,0,6257,40008,40021,[0]
50344,1,3,0,6257,40067,40069,[0]
50350,1,3,0,6257,40072,40077,[0]
50351,1,3,0,6257,40073,40078,[0]
50352,1,3,0,6257,40074,40079,[0]
50402,1,3,0,6257,40548,40549,[0]
50345,1,3,0,6257,40068,40070,[0]
50353,1,3,0,6257,40075,40080,[0]
50354,1,3,0,6257,40076,40081,[0]
50366,1,3,0,6257,40217,40219,[0]
50363,1,3,0,6257,40126,40129,[0]
50364,1,3,0,6257,40127,40130,[0]
50365,1,3,0,6257,40128,40131,[0]
50367,1,3,0,6257,40218,40220,[0]
50413,1,3,0,6257,41109,41110,[0]
50370,1,3,0,6257,40253,40259,[0]
50371,1,3,0,6257,40254,40260,[0]
50372,1,3,0,6257,40262,40264,[0]
50373,1,3,0,6257,40284,40286,[0]
50381,1,3,0,6257,40375,40379,[0]
50382,1,3,0,6257,40376,40380,[0]
50374,1,3,0,6257,40287,40288,[0]
50376,1,3,0,6257,40334,40337,[0]
50377,1,3,0,6257,40335,40340,[0]
50378,1,3,0,6257,40336,40341,[0]
50379,1,3,0,6257,40342,40343,[0]
50385,1,3,0,6257,40423,40426,[0]
50386,1,3,0,6257,40424,40427,[0]
50387,1,3,0,6257,40425,40428,[0]
50388,1,3,0,6257,40439,40441,[0]
50389,0,3,0,6257,40451,0,[0]
50390,1,3,0,6257,40452,40453,[0]
50391,0,3,0,6257,40484,0,[0]
