m_id,m_ConditionID,m_OwnerQuest,m_OwnerQuestTask,m_OwnerUniqueChara,m_EventID,m_EnemyID,m_EnemyRaceID,m_ItemID,m_EquipID,m_JobID,m_GenderID,m_InfluenceID,m_TowerTypeID,m_EventFlagVariableID,m_ArenaID,m_EquipType,m_UtcDateTime,m_IntParam,m_StrParam
103101,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 2, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103102,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 2, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103103,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 2, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103104,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 3, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103105,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 3, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103106,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 3, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103107,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 3, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103108,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 4, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103109,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 4, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103110,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 4, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103111,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 4, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103112,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 5, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103113,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 5, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103114,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 5, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103115,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 5, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103116,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 6, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103117,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 6, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103118,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 6, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103119,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 6, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103664,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 6, 20, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103665,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 6, 20, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103120,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 7, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103121,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 7, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103122,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 7, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103123,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 7, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103124,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 8, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103125,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 8, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103126,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 8, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103127,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 8, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103128,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 9, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103129,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 9, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103130,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 9, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103131,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 9, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103132,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 10, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103133,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 10, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103134,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 10, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103135,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 10, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103136,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 11, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103137,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 11, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103138,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 11, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103139,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 11, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103140,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 12, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103141,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 12, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103142,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 12, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103143,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 12, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103144,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 13, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103145,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 13, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103146,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 13, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103147,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 13, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103148,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103149,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103150,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 0, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103151,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 0, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103152,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 1, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103153,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 1, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103154,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 1, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103155,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 1, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103156,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 2, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103157,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 2, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103158,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 2, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103159,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 2, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103160,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 3, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103161,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 3, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103162,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 3, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103163,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 3, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103164,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 4, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103165,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 4, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103166,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 4, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103167,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 4, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103168,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 5, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103169,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 5, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103170,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 5, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103171,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 5, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103172,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 6, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103173,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 6, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103174,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 6, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103175,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 6, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103176,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 7, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103177,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 7, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103178,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 7, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103179,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 7, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103180,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 8, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103181,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 8, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103182,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 8, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103183,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 8, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103184,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 9, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103185,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 9, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103186,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 9, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103187,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 9, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103188,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 10, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103189,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 10, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103190,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 10, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103191,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 10, 10, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91001,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91002,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91003,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[3, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91004,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91005,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91006,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91007,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[7, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91008,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91009,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[9, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91010,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[10, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91011,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[11, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91012,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[12, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91013,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[13, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91014,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[14, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91015,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[15, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91016,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[16, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91017,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[17, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91018,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[18, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91019,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[19, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91020,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91021,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[21, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91022,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[22, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91023,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[23, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91024,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[24, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91025,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[25, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91026,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[26, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91027,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[27, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91028,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[28, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91029,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[29, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91030,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[30, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91031,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[31, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91032,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[32, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91033,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[33, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91034,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[34, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91035,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[35, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91036,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[36, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91037,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[37, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91038,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[38, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91039,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[39, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91040,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[40, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91041,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[41, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91042,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[42, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91043,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[43, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91044,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[44, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91045,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[45, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91046,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[46, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91047,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[47, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91048,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[48, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91049,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[49, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91050,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[50, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91051,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[51, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91052,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[52, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91053,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[53, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91054,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[54, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91055,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[55, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91056,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[56, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91057,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[57, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91058,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[58, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91059,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[59, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
91060,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[60, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
